Iteration	Day	Players
1 	162 	37.7333333333
1 	163 	37.55
1 	164 	37.3666666667
1 	165 	37.1833333333
1 	166 	37.0
1 	167 	36.8166666667
1 	168 	36.65
1 	169 	36.4833333333
1 	170 	36.3
1 	171 	36.1333333333
1 	172 	35.9666666667
1 	173 	35.8
1 	174 	35.6333333333
1 	175 	35.4666666667
1 	176 	35.3166666667
1 	177 	35.15
1 	178 	35.0
1 	179 	34.8333333333
1 	180 	34.6833333333
1 	181 	34.5333333333
1 	182 	34.3833333333
1 	183 	34.2333333333
1 	184 	34.0833333333
1 	185 	33.9333333333
1 	186 	33.8
1 	187 	33.65
1 	188 	33.5
1 	189 	33.3666666667
1 	190 	33.2166666667
1 	191 	33.0833333333
1 	192 	32.95
1 	193 	32.8166666667
1 	194 	32.6833333333
1 	195 	32.55
1 	196 	32.4166666667
1 	197 	32.2833333333
1 	198 	32.15
1 	199 	32.0166666667
1 	200 	31.9
1 	201 	31.7666666667
1 	202 	31.65
1 	203 	31.5166666667
1 	204 	31.4
1 	205 	31.2833333333
1 	206 	31.15
1 	207 	31.0333333333
1 	208 	30.9166666667
1 	209 	30.8
1 	210 	30.6833333333
1 	211 	30.5666666667
1 	212 	30.45
1 	213 	30.3333333333
1 	214 	30.2333333333
1 	215 	30.1166666667
1 	216 	30.0
1 	217 	29.9
1 	218 	29.7833333333
1 	219 	29.6833333333
1 	220 	29.5666666667
1 	221 	29.4666666667
1 	222 	29.35
1 	223 	29.25
1 	224 	29.15
1 	225 	29.05
1 	226 	28.95
1 	227 	28.85
1 	228 	28.75
1 	229 	28.65
1 	230 	28.55
1 	231 	28.45
1 	232 	28.35
1 	233 	28.25
1 	234 	28.15
1 	235 	28.0666666667
1 	236 	27.9666666667
1 	237 	27.8666666667
1 	238 	27.7833333333
1 	239 	27.6833333333
1 	240 	27.6
1 	241 	27.5
1 	242 	27.4166666667
1 	243 	27.3333333333
1 	244 	27.2333333333
1 	245 	27.15
1 	246 	27.0666666667
1 	247 	26.9833333333
1 	248 	26.8833333333
1 	249 	26.8
1 	250 	26.7166666667
1 	251 	26.6333333333
1 	252 	26.55
1 	253 	26.4666666667
1 	254 	26.3833333333
1 	255 	26.3
1 	256 	26.2166666667
1 	257 	26.1333333333
1 	258 	26.0666666667
1 	259 	25.9833333333
1 	260 	25.9
1 	261 	25.8166666667
1 	262 	25.75
1 	263 	25.6666666667
1 	264 	25.5833333333
1 	265 	25.5166666667
1 	266 	25.4333333333
1 	267 	25.3666666667
1 	268 	25.2833333333
1 	269 	25.2166666667
1 	270 	25.1333333333
1 	271 	25.0666666667
1 	272 	25.0
1 	273 	24.9166666667
1 	274 	24.85
1 	275 	24.7833333333
1 	276 	24.7
1 	277 	24.6333333333
1 	278 	24.5666666667
1 	279 	24.5
1 	280 	24.4333333333
1 	281 	24.3666666667
1 	282 	24.2833333333
1 	283 	24.2166666667
1 	284 	24.15
1 	285 	24.0833333333
1 	286 	24.0166666667
1 	287 	23.95
1 	288 	23.8833333333
1 	289 	23.8166666667
1 	290 	23.7666666667
1 	291 	23.7
1 	292 	23.6333333333
1 	293 	23.5666666667
1 	294 	23.5
1 	295 	23.4333333333
1 	296 	23.3833333333
1 	297 	23.3166666667
1 	298 	23.25
1 	299 	23.2
1 	300 	23.1333333333
1 	301 	23.0666666667
1 	302 	23.0166666667
1 	303 	22.95
1 	304 	22.9
1 	305 	22.8333333333
1 	306 	22.7666666667
1 	307 	22.7166666667
1 	308 	22.65
1 	309 	22.6
1 	310 	22.5333333333
1 	311 	22.4833333333
1 	312 	22.4333333333
1 	313 	22.3666666667
1 	314 	22.3166666667
1 	315 	22.2666666667
1 	316 	22.2
1 	317 	22.15
1 	318 	22.1
1 	319 	22.0333333333
1 	320 	21.9833333333
1 	321 	21.9333333333
1 	322 	21.8833333333
1 	323 	21.8166666667
1 	324 	21.7666666667
1 	325 	21.7166666667
1 	326 	21.6666666667
1 	327 	21.6166666667
1 	328 	21.5666666667
1 	329 	21.5166666667
1 	330 	21.45
1 	331 	21.4
1 	332 	21.35
1 	333 	21.3
1 	334 	21.25
1 	335 	21.2
1 	336 	21.15
1 	337 	21.1
1 	338 	21.05
1 	339 	21.0
1 	340 	20.95
1 	341 	20.9166666667
1 	342 	20.8666666667
1 	343 	20.8166666667
1 	344 	20.7666666667
1 	345 	20.7166666667
1 	346 	20.6666666667
1 	347 	20.6166666667
1 	348 	20.5833333333
1 	349 	20.5333333333
1 	350 	20.4833333333
1 	351 	20.4333333333
1 	352 	20.4
1 	353 	20.35
1 	354 	20.3
1 	355 	20.25
1 	356 	20.2166666667
1 	357 	20.1666666667
