Iteration	Day	Players
1 	1 	12.5
1 	2 	48.5833333333
1 	3 	30.35
1 	4 	20.9
1 	5 	28.0666666667
1 	6 	20.3833333333
1 	7 	15.7166666667
1 	8 	12.7833333333
1 	9 	10.85
1 	10 	12.7666666667
1 	11 	10.5166666667
1 	12 	9.06666666667
1 	13 	8.06666666667
1 	14 	7.73333333333
1 	15 	7.08333333333
1 	16 	6.58333333333
1 	17 	6.18333333333
1 	18 	5.86666666667
1 	19 	5.56666666667
1 	20 	5.31666666667
1 	21 	5.1
1 	22 	4.9
1 	23 	4.71666666667
1 	24 	4.55
1 	25 	4.38333333333
1 	26 	4.25
1 	27 	4.11666666667
1 	28 	3.98333333333
1 	29 	3.86666666667
1 	30 	3.76666666667
1 	31 	3.66666666667
1 	32 	3.56666666667
1 	33 	3.46666666667
1 	34 	3.38333333333
1 	35 	3.3
1 	36 	3.23333333333
1 	37 	3.15
1 	38 	3.08333333333
1 	39 	3.01666666667
1 	40 	2.95
1 	41 	2.9
1 	42 	2.83333333333
1 	43 	2.78333333333
1 	44 	2.73333333333
1 	45 	2.68333333333
1 	46 	2.63333333333
1 	47 	2.58333333333
1 	48 	2.53333333333
1 	49 	2.5
1 	50 	2.45
1 	51 	2.41666666667
1 	52 	2.38333333333
1 	53 	2.33333333333
1 	54 	2.3
1 	55 	2.26666666667
1 	56 	2.23333333333
1 	57 	2.2
1 	58 	2.16666666667
1 	59 	2.15
1 	60 	2.11666666667
1 	61 	2.08333333333
1 	62 	2.05
1 	63 	2.03333333333
1 	64 	2.0
1 	65 	1.98333333333
1 	66 	1.95
1 	67 	1.93333333333
1 	68 	1.9
1 	69 	1.88333333333
1 	70 	1.86666666667
1 	71 	1.83333333333
1 	72 	1.81666666667
1 	73 	1.8
1 	74 	1.78333333333
1 	75 	1.76666666667
1 	76 	1.75
1 	77 	1.71666666667
1 	78 	1.7
1 	79 	1.68333333333
1 	80 	1.66666666667
1 	81 	1.65
1 	82 	1.63333333333
1 	83 	1.61666666667
1 	84 	1.6
1 	85 	1.58333333333
1 	86 	1.58333333333
1 	87 	1.56666666667
1 	88 	1.55
1 	89 	1.53333333333
1 	90 	1.51666666667
1 	91 	1.5
1 	92 	1.5
1 	93 	1.48333333333
1 	94 	1.46666666667
1 	95 	1.45
1 	96 	1.43333333333
1 	97 	1.43333333333
1 	98 	1.41666666667
1 	99 	1.4
1 	100 	1.4
1 	101 	1.38333333333
1 	102 	1.36666666667
1 	103 	1.36666666667
1 	104 	1.35
1 	105 	1.33333333333
1 	106 	1.33333333333
1 	107 	1.31666666667
1 	108 	1.31666666667
