ID	HighScore	NoOfUsersWithHighScore	NoOfReadsinPuzzle	NoOfUsableReadsinPuzzle	UserPercentDifferntToBWA	MeanPercentOfReadsDifferent	NoOfReadsinPuzzleCovALT	UserPercentDifferntToBWACovALT	MeanPercentOfReadsDifferentCovALT
8098	1440	9	20	20	0	0	5	0	0
8099	1396	3	20	20	100	5.0	8	0	0
8100	1362	1	20	20	100	55.0	11	100	36.0
8101	1532	5	20	20	100	95.0	3	100	100.0
8102	1560	3	20	20	100	100.0	8	100	100.0
8103	1553	3	20	20	100	100.0	6	100	100.0
8104	1560	6	20	20	100	100.0	8	100	100.0
8105	1560	4	20	20	100	100.0	6	100	100.0
8106	1139	10	20	20	100	75.0	13	100	76.0
8107	940	5	20	20	100	100.0	5	100	100.0
8108	921	5	20	18	100	100.0	6	100	100.0
8109	188	4	4	4	100	100.0	3	100	100.0
8110	522	1	20	20	100	100.0	12	100	100.0
8111	737	1	20	20	100	100.0	3	100	100.0
8112	720	1	20	20	100	100.0	11	100	100.0
8113	1097	2	20	20	100	100.0	6	100	100.0
8114	1152	3	20	20	100	100.0	5	100	100.0
8115	1168	3	20	20	100	100.0	6	100	100.0
8116	1160	5	20	20	100	100.0	8	100	100.0
8117	1160	11	20	20	100	100.0	7	100	100.0
8118	1180	2	20	20	100	100.0	9	100	100.0
8119	1256	4	20	20	100	25.0	9	100	55.0
8120	1380	6	20	20	0	0	6	0	0
8121	1304	3	20	18	100	27.0	8	100	12.0
8122	1156	4	20	18	100	100.0	0	0	0
8123	1175	3	20	20	100	100.0	0	0	0
8124	998	1	20	18	100	100.0	0	0	0
8125	1180	4	20	20	100	100.0	0	0	0
8126	991	1	20	18	100	100.0	0	0	0
8127	118	3	2	2	100	100.0	0	0	0
8128	1679	4	20	20	100	100.0	8	100	100.0
8129	1686	5	20	20	100	100.0	8	100	100.0
8130	1068	11	20	20	100	60.0	10	100	50.0
8131	1692	6	20	20	100	85.0	13	100	76.0
8132	226	3	20	20	100	15.0	5	100	60.0
8133	843	1	20	18	100	83.0	5	100	100.0
8134	856	1	20	20	100	90.0	7	100	100.0
8135	665	2	20	20	100	95.0	8	100	100.0
8136	596	1	20	20	100	85.0	6	100	100.0
8137	832	1	20	20	100	80.0	2	100	50.0
8138	988	3	20	20	100	95.0	5	100	100.0
8139	912	2	20	20	100	95.0	7	100	100.0
8140	760	2	20	20	100	95.0	4	100	100.0
8141	793	1	20	20	100	95.0	6	100	100.0
8142	587	2	20	20	100	90.0	1	100	100.0
8143	796	2	20	18	100	83.0	2	100	100.0
8144	868	1	20	20	100	90.0	3	100	100.0
8145	816	1	20	20	100	85.0	4	100	100.0
8146	656	1	20	14	100	85.0	7	100	100.0
8147	828	1	20	20	100	90.0	5	100	100.0
8148	776	2	20	20	100	80.0	6	100	83.0
8149	415	1	20	12	100	58.0	1	0	0
8150	720	3	20	20	100	90.0	6	100	66.0
8151	585	1	20	20	100	100.0	0	0	0
8152	620	2	20	20	100	100.0	0	0	0
8153	631	1	20	18	100	100.0	0	0	0
8154	620	2	20	20	100	100.0	0	0	0
8155	581	1	20	20	100	95.0	0	0	0
8156	472	1	20	20	100	100.0	0	0	0
8157	625	1	20	20	100	100.0	0	0	0
8158	374	1	17	17	100	100.0	0	0	0
8159	1050	1	20	20	100	70.0	2	0	0
8160	1770	14	20	20	100	65.0	10	100	40.0
8161	1909	2	20	20	100	90.0	16	100	87.0
8162	1807	10	20	20	90	84.44444444444444	13	90	75.22222222222223
8163	1900	8	20	20	75	100.0	10	75	100.0
8164	567	6	8	8	100	22.5	5	16	60.0
8165	1932	8	20	20	100	95.0	12	100	91.0
8166	1940	4	20	20	100	100.0	8	100	100.0
8167	1005	1	18	16	100	75.0	5	100	100.0
8168	960	1	20	20	100	100.0	0	0	0
8169	1000	4	20	20	100	100.0	0	0	0
8170	998	1	20	20	100	100.0	0	0	0
8171	1000	3	20	20	100	100.0	0	0	0
8172	1000	2	20	20	100	100.0	0	0	0
8173	999	2	20	20	100	100.0	0	0	0
8174	1000	10	20	20	100	100.0	0	0	0
8175	208	4	20	20	100	15.0	4	100	50.0
8176	1448	5	20	20	100	70.0	2	100	100.0
8177	1472	8	20	20	100	75.0	4	100	100.0
8178	1511	7	20	20	100	75.0	3	100	66.0
8179	1512	9	20	20	100	80.0	3	100	100.0
8180	1568	3	20	20	100	90.0	4	100	100.0
8181	1430	7	20	20	100	75.0	2	100	100.0
8182	1494	5	20	20	100	85.0	2	100	100.0
8183	1511	8	20	20	100	75.0	4	100	75.0
8184	1416	3	20	20	100	65.0	2	100	100.0
8185	1633	1	20	20	100	100.0	9	100	100.0
8186	1312	7	20	20	100	80.0	9	100	77.0
8187	1640	10	20	20	100	100.0	5	100	100.0
8188	1632	11	20	20	100	100.0	3	100	100.0
8189	1640	6	20	20	100	100.0	5	100	100.0
8190	1639	8	20	20	100	95.0	3	100	66.0
8191	1624	2	20	20	100	100.0	7	100	100.0
8192	1632	12	20	20	100	100.0	6	100	100.0
8193	1640	7	20	20	100	100.0	4	100	100.0
8194	1320	1	20	18	100	100.0	7	100	100.0
8195	593	2	20	20	100	100.0	0	0	0
8196	700	2	20	20	100	100.0	0	0	0
8197	700	2	20	20	100	100.0	0	0	0
8198	31	1	1	1	100	100.0	0	0	0
8199	980	1	20	20	100	100.0	0	0	0
8200	980	2	20	20	100	100.0	0	0	0
8201	1441	1	20	20	100	15.0	10	100	20.0
8202	1899	2	20	20	100	5.0	11	100	9.0
8203	1924	7	20	20	0	0	9	0	0
8204	1940	5	20	20	0	0	16	0	0
8205	1940	10	20	20	0	0	16	0	0
8206	1567	3	20	20	100	5.0	6	100	16.0
8207	1133	14	20	20	0	0	6	0	0
8208	517	4	11	11	100	100.0	0	0	0
8209	976	4	20	20	100	100.0	0	0	0
8210	929	4	20	20	100	100.0	0	0	0
8211	980	2	20	20	100	100.0	2	100	100.0
8212	1000	2	20	20	100	100.0	2	100	100.0
8213	1033	1	20	20	100	60.0	6	100	50.0
8214	1732	9	20	20	0	0	11	0	0
8215	1780	5	20	20	0	0	11	0	0
8216	1765	3	20	20	100	5.0	7	100	14.0
8217	1772	8	20	20	0	0	8	0	0
8218	1780	6	20	20	0	0	7	0	0
8219	1772	4	20	20	0	0	4	0	0
8220	1780	6	20	20	0	0	12	0	0
8221	1780	9	20	20	0	0	3	0	0
8222	1604	8	20	20	0	0	10	0	0
8223	1254	9	20	20	0	0	5	0	0
8224	964	2	20	20	100	20.0	0	0	0
8225	808	2	19	17	100	100.0	0	0	0
8226	959	3	20	20	0	0	5	0	0
8227	1623	11	20	20	0	0	7	0	0
8228	1780	6	20	20	0	0	8	0	0
8229	1772	10	20	20	0	0	10	0	0
8230	1780	12	20	20	0	0	7	0	0
8231	1748	10	20	20	0	0	13	0	0
8232	1672	4	20	20	100	5.0	13	100	7.0
8233	1275	6	20	20	0	0	9	0	0
8234	768	1	20	20	100	50.0	1	100	100.0
8235	152	2	4	4	100	100.0	0	0	0
8236	288	1	20	16	100	6.0	7	0	0
8237	1992	13	20	20	84	100.0	8	84	100.0
8238	1351	3	20	20	100	30.0	5	100	20.0
8239	903	5	20	20	100	5.0	0	0	0
8240	764	2	20	20	100	90.0	0	0	0
8241	760	1	20	20	100	100.0	0	0	0
8242	748	1	20	18	100	88.0	0	0	0
8243	720	1	20	20	100	95.0	0	0	0
8244	266	6	7	7	100	100.0	0	0	0
8245	1048	2	20	20	100	70.0	2	0	0
8246	1708	6	20	20	0	0	5	0	0
8247	1873	7	20	20	0	0	7	0	0
8248	1923	1	20	20	100	5.0	7	100	14.0
8249	1649	12	20	20	0	0	11	0	0
8250	1932	9	20	20	0	0	15	0	0
8251	1827	10	20	20	0	0	19	0	0
8252	1040	2	20	20	100	35.0	9	0	0
8253	593	3	13	13	100	100.0	0	0	0
8254	1180	4	20	20	100	100.0	0	0	0
8255	1517	2	20	20	100	32.5	10	100	15.0
8256	1735	2	20	20	100	5.0	4	0	0
8257	1726	3	20	20	100	5.0	10	100	10.0
8258	1741	4	20	20	0	0	8	0	0
8259	1780	6	20	20	0	0	9	0	0
8260	1780	15	20	20	0	0	6	0	0
8261	1780	7	20	20	0	0	4	0	0
8262	1780	7	20	20	0	0	2	0	0
8263	1772	7	20	20	0	0	5	0	0
8264	1083	3	20	20	100	70.0	8	100	50.0
8265	507	1	13	13	100	100.0	0	0	0
8266	1320	2	20	20	100	10.0	5	0	0
8267	1695	2	20	18	100	5.0	8	100	12.0
8268	1770	4	20	20	0	0	8	0	0
8269	1780	7	20	20	0	0	5	0	0
8270	1681	5	20	20	0	0	14	0	0
8271	1674	1	20	20	100	10.0	15	100	13.0
8272	628	1	14	14	100	100.0	0	0	0
8273	991	2	20	20	100	60.0	6	100	66.0
8274	1708	7	20	20	0	0	7	0	0
8275	1932	5	20	20	0	0	5	0	0
8276	1940	13	20	20	0	0	4	0	0
8277	1940	14	20	20	0	0	8	0	0
8278	1925	6	20	20	100	5.0	12	100	8.0
8279	1930	8	20	20	0	0	9	0	0
8280	1107	1	20	20	100	20.0	8	0	0
8281	1932	14	20	20	0	0	13	0	0
8282	1301	1	19	17	100	17.0	9	100	22.0
8283	1054	1	20	20	100	90.0	3	100	100.0
8284	1532	3	20	20	100	5.0	9	0	0
8285	1772	5	20	20	0	0	10	0	0
8286	1666	4	20	20	100	5.0	12	0	0
8287	1678	3	20	20	100	10.0	13	100	15.0
8288	736	3	16	14	100	85.0	1	0	0
8289	1128	4	20	20	100	10.0	6	0	0
8290	1500	2	20	20	0	0	10	0	0
8291	1451	6	20	20	100	5.0	10	100	10.0
8292	1610	157	20	20	5	5.0	11	5	9.0
8293	1590	5	20	20	0	0	7	0	0
8294	598	2	14	14	100	85.0	1	0	0
8295	860	5	20	20	100	100.0	0	0	0
8296	947	5	20	20	0	0	0	0	0
8297	1071	6	20	20	100	5.0	7	0	0
8298	1280	5	20	20	0	0	4	0	0
8299	1464	9	20	20	0	0	5	0	0
8300	1699	2	20	20	100	5.0	10	0	0
8301	1734	2	20	20	100	5.0	7	0	0
8302	1780	7	20	20	0	0	2	0	0
8303	1780	28	20	20	0	0	7	0	0
8304	1780	9	20	20	0	0	4	0	0
8305	1764	7	20	20	0	0	6	0	0
8306	1780	11	20	20	0	0	5	0	0
8307	1780	9	20	20	0	0	4	0	0
8308	1780	11	20	20	100	5.0	3	0	0
8309	1724	4	20	20	100	10.0	7	100	14.0
8310	1743	4	20	20	100	5.0	11	100	9.0
8311	1770	7	20	20	100	5.0	10	100	10.0
8312	1775	21	20	20	0	0	8	0	0
8313	1162	11	20	20	0	0	6	0	0
8314	859	1	20	20	100	95.0	0	0	0
8315	117	3	3	3	100	100.0	0	0	0
8316	891	3	20	20	100	10.0	5	0	0
8317	1544	7	20	20	0	0	16	0	0
8318	1932	6	20	20	0	0	6	0	0
8319	1668	7	20	18	100	5.0	6	100	16.0
8320	1083	4	20	20	100	10.0	8	100	12.0
8321	704	4	20	20	100	95.0	0	0	0
8322	660	5	20	20	100	100.0	0	0	0
8323	162	6	5	5	100	100.0	0	0	0
8324	994	2	20	20	100	100.0	0	0	0
8325	994	2	20	20	100	100.0	0	0	0
8326	986	1	20	20	100	80.0	2	100	100.0
8327	1489	3	20	20	100	25.0	9	100	11.0
8328	1932	16	20	20	0	0	4	0	0
8329	1900	2	20	20	0	0	7	0	0
8330	1932	9	20	20	0	0	3	0	0
8331	1893	6	20	20	0	0	2	0	0
8332	1932	11	20	20	0	0	6	0	0
8333	1940	9	20	20	0	0	7	0	0
8334	1882	2	20	20	100	5.0	4	0	0
8335	1940	10	20	20	0	0	3	0	0
8336	1871	5	20	20	100	15.0	10	100	30.0
8337	1924	13	20	20	0	0	7	0	0
8338	1924	14	20	20	0	0	8	0	0
8339	1925	6	20	20	100	5.0	14	100	7.0
8340	1916	19	20	20	0	0	7	0	0
8341	1924	8	20	20	0	0	12	0	0
8342	1771	2	20	20	100	5.0	10	0	0
8343	1925	8	20	20	100	5.0	4	100	25.0
8344	1889	8	20	20	100	13.125	11	100	23.625
8345	1917	7	20	20	100	5.0	7	100	14.0
8346	1924	12	20	20	0	0	11	0	0
8347	1924	10	20	20	0	0	8	0	0
8348	1925	5	20	20	100	5.0	7	100	14.0
8349	1932	13	20	20	100	5.0	6	100	16.0
8350	1917	8	20	20	100	5.0	8	100	12.0
8351	1894	2	20	20	100	10.0	9	100	22.0
8352	1734	8	20	20	0	0	11	0	0
8353	1166	6	20	20	0	0	7	0	0
8354	878	2	20	18	100	10.5	0	0	0
8355	739	1	20	18	100	100.0	0	0	0
8356	713	1	20	20	100	100.0	0	0	0
8357	720	2	20	20	100	100.0	0	0	0
8358	144	2	4	4	100	100.0	0	0	0
8359	701	1	20	20	100	100.0	0	0	0
8360	815	7	20	20	0	0	2	0	0
8361	1123	5	20	20	0	0	8	0	0
8362	1777	6	20	20	0	0	11	0	0
8363	1909	71	20	20	100	5.0	6	100	16.0
8364	1924	10	20	20	0	0	6	0	0
8365	1916	10	20	20	0	0	11	0	0
8366	1940	7	20	20	0	0	7	0	0
8367	1924	10	20	20	0	0	14	0	0
8368	1892	11	20	20	0	0	16	0	0
8369	1864	7	20	20	100	10.0	10	100	20.0
8370	1865	12	20	20	0	0	10	0	0
8371	1236	12	20	20	0	0	11	0	0
8372	1145	5	20	20	0	0	4	0	0
8373	1006	5	20	20	0	0	5	0	0
8374	907	8	20	20	0	0	0	0	0
8375	618	6	20	20	0	0	0	0	0
8376	212	1	8	8	100	100.0	0	0	0
8377	329	1	20	20	100	30.0	7	100	28.0
8378	1335	10	20	20	0	0	11	0	0
8379	1602	8	20	20	0	0	13	0	0
8380	1690	1	20	18	100	5.0	17	100	5.0
8381	1040	1	19	19	100	63.0	7	100	28.0
8382	1059	7	20	20	0	0	16	0	0
8383	627	3	9	9	100	11.0	7	100	14.0
8384	1424	10	20	16	0	0	7	0	0
8385	480	8	16	16	100	6.0	10	100	10.0
8386	952	2	20	20	100	70.0	3	0	0
8387	1827	10	20	20	0	0	14	0	0
8388	1887	4	20	20	100	5.0	16	0	0
8389	1940	11	20	20	0	0	8	0	0
8390	1856	5	20	20	0	0	16	0	0
8391	979	1	20	18	100	38.0	7	0	0
8392	102	1	4	2	100	100.0	0	0	0
8393	1036	1	20	20	100	55.0	1	0	0
8394	1825	2	20	20	100	5.0	13	100	7.0
8395	2100	8	20	20	100	90.0	10	100	80.0
8396	2046	9	20	20	100	90.0	17	100	88.0
8397	2084	7	20	20	100	70.0	16	100	68.0
8398	2068	10	20	20	100	90.0	11	100	81.0
8399	2092	17	20	20	100	85.0	8	100	87.0
8400	2087	12	20	20	100	85.0	15	100	80.0
8401	2067	6	20	20	100	90.0	9	100	88.0
8402	2087	11	20	20	100	90.0	8	100	87.0
8403	2084	11	20	20	100	95.0	7	100	85.0
8404	2044	4	20	20	100	100.0	10	100	100.0
8405	1817	13	20	20	100	65.0	12	100	66.0
8406	1121	1	20	20	100	95.0	3	100	100.0
8407	1007	1	19	19	100	100.0	0	0	0
8408	620	2	20	20	100	100.0	0	0	0
8409	964	1	20	20	100	60.0	6	100	33.0
8410	1427	9	20	20	0	0	13	0	0
8411	1296	9	20	20	0	0	13	0	0
8412	680	1	14	14	100	50.0	3	0	0
8413	445	7	20	20	0	0	13	0	0
8414	1940	9	20	20	0	0	3	0	0
8415	1932	11	20	20	0	0	9	0	0
8416	1730	17	20	20	0	0	10	0	0
8417	512	1	11	11	100	100.0	3	100	100.0
8418	1062	1	20	20	100	55.0	4	0	0
8419	1717	1	20	20	100	5.0	6	0	0
8420	1772	8	20	20	0	0	7	0	0
8421	1718	1	20	20	100	5.0	15	0	0
8422	1780	1	20	20	0	0	2	0	0
8423	1765	3	20	20	100	5.0	8	100	12.0
8424	871	1	18	18	100	33.0	7	0	0
8425	880	3	20	20	100	100.0	0	0	0
8426	879	1	20	20	100	100.0	0	0	0
8427	934	1	20	20	100	100.0	0	0	0
8428	1040	4	20	20	100	100.0	0	0	0
8429	1040	4	20	20	100	100.0	0	0	0
8430	980	1	20	20	100	100.0	0	0	0
8431	860	2	20	20	100	100.0	0	0	0
8432	940	2	20	20	100	100.0	0	0	0
8433	860	5	20	20	100	100.0	0	0	0
8434	860	6	20	20	100	100.0	0	0	0
8435	940	2	20	20	100	100.0	0	0	0
8436	940	2	20	20	100	100.0	0	0	0
8437	800	5	20	20	100	100.0	0	0	0
8438	860	1	20	20	100	100.0	1	100	100.0
8439	940	1	20	20	100	100.0	0	0	0
8440	1025	1	20	20	100	70.0	4	100	25.0
8441	1494	7	20	20	100	15.0	2	0	0
8442	1629	4	20	20	100	5.0	4	100	25.0
8443	1606	6	20	20	100	10.0	3	100	33.0
8444	1612	6	20	20	0	0	1	0	0
8445	1606	3	20	20	100	10.0	4	100	50.0
8446	1515	10	20	20	0	0	6	0	0
8447	1620	8	20	20	0	0	4	0	0
8448	1565	2	20	20	100	5.0	7	0	0
8449	1564	1	20	20	100	10.0	7	100	14.0
8450	1604	5	20	20	0	0	8	0	0
8451	1620	13	20	20	0	0	6	0	0
8452	1620	8	20	20	0	0	8	0	0
8453	559	8	7	7	0	0	6	0	0
8454	1573	6	20	20	0	0	17	0	0
8455	1330	8	20	20	0	0	13	0	0
8456	882	1	20	20	100	80.0	4	100	50.0
8457	1000	1	20	20	100	100.0	0	0	0
8458	785	6	20	20	0	0	0	0	0
8459	1025	3	20	20	100	100.0	0	0	0
8460	1035	2	20	20	100	100.0	0	0	0
8461	1022	6	20	20	100	100.0	0	0	0
8462	975	1	19	19	100	100.0	0	0	0
8463	574	1	20	20	100	5.0	16	0	0
8464	1871	9	20	20	100	20.0	16	100	18.0
8465	279	1	7	7	100	71.0	1	100	100.0
8466	599	1	20	20	0	0	6	0	0
8467	967	9	12	12	100	91.0	8	100	100.0
8468	835	1	20	20	100	25.0	4	0	0
8469	1202	9	20	20	0	0	15	0	0
8470	1087	9	20	20	100	5.0	8	100	12.0
8471	318	5	6	6	100	100.0	0	0	0
8472	764	2	20	20	100	100.0	0	0	0
8473	800	4	20	20	100	52.5	0	0	0
8474	1004	4	20	20	100	45.0	1	100	100.0
8475	1057	6	20	20	100	95.0	3	100	100.0
8476	1383	7	20	20	100	20.0	9	100	11.0
8477	1930	7	20	20	57	5.0	11	57	9.0
8478	1940	10	20	20	0	0	11	0	0
8479	1940	8	20	20	0	0	8	0	0
8480	1843	8	20	20	0	0	11	0	0
8481	1940	8	20	20	0	0	9	0	0
8482	1911	8	20	20	0	0	11	0	0
8483	1490	9	20	20	0	0	10	0	0
8484	834	7	20	20	0	0	4	0	0
8485	587	1	20	18	100	16.0	0	0	0
8486	591	2	20	20	100	100.0	0	0	0
8487	571	1	20	18	100	100.0	0	0	0
8488	608	3	20	20	100	100.0	0	0	0
8489	306	2	9	9	100	100.0	0	0	0
8490	788	2	20	20	100	60.0	2	100	100.0
8491	1225	9	20	20	0	0	3	0	0
8492	1469	14	20	20	0	0	7	0	0
8493	1779	4	20	20	100	5.0	8	100	12.0
8494	1924	10	20	20	0	0	4	0	0
8495	1889	10	20	20	0	0	12	0	0
8496	1908	10	20	20	0	0	8	0	0
8497	1867	9	20	20	0	0	6	0	0
8498	1723	9	20	20	100	5.0	11	100	9.0
8499	1940	9	20	20	0	0	8	0	0
8500	1940	6	20	20	0	0	7	0	0
8501	1924	15	20	20	0	0	8	0	0
8502	1916	16	20	20	0	0	6	0	0
8503	1912	6	20	20	0	0	5	0	0
8504	1815	12	20	20	0	0	1	0	0
8505	1740	6	20	20	0	0	3	0	0
8506	885	3	17	17	100	21.0	9	100	11.0
8507	838	8	20	14	0	0	11	0	0
8508	129	7	3	3	100	100.0	0	0	0
8509	740	1	20	20	100	100.0	0	0	0
8510	1243	1	20	20	100	10.0	7	0	0
8511	1548	1	20	20	100	5.0	3	0	0
8512	1604	7	20	20	0	0	5	0	0
8513	1613	2	20	20	100	5.0	14	100	7.0
8514	1612	7	20	20	0	0	5	0	0
8515	1497	1	20	18	100	5.0	4	0	0
8516	1620	4	20	20	0	0	8	0	0
8517	1539	5	20	20	0	0	9	0	0
8518	1620	7	20	20	0	0	6	0	0
8519	1613	2	20	20	100	5.0	8	100	12.0
8520	1586	11	20	20	0	0	10	0	0
8521	1154	7	20	20	0	0	4	0	0
8522	1140	8	20	20	0	0	2	0	0
8523	1030	1	20	20	100	100.0	4	100	100.0
8524	1215	2	20	20	100	100.0	0	0	0
8525	1212	2	20	20	100	100.0	0	0	0
8526	1154	2	20	14	100	100.0	0	0	0
8527	1150	3	20	20	100	100.0	0	0	0
8528	269	2	5	5	100	100.0	0	0	0
8529	1097	2	20	20	100	100.0	0	0	0
8530	1104	1	20	20	100	100.0	0	0	0
8531	1112	6	20	20	100	100.0	1	100	100.0
8532	1397	3	20	20	100	50.0	9	100	22.0
8533	1925	7	20	20	100	5.0	9	100	11.0
8534	1932	8	20	20	0	0	13	0	0
8535	1932	9	20	20	0	0	6	0	0
8536	1932	7	20	20	0	0	5	0	0
8537	1922	8	20	20	0	0	13	0	0
8538	1895	9	20	20	0	0	5	0	0
8539	1664	7	20	20	0	0	9	0	0
8540	1050	1	20	20	100	10.0	5	100	20.0
8541	532	1	15	13	100	61.0	0	0	0
8542	545	4	20	20	100	15.0	13	100	7.0
8543	1059	14	14	14	0	0	10	0	0
8544	604	2	20	18	100	22.0	11	100	18.0
8545	628	8	16	16	100	43.0	9	100	66.0
8546	819	4	20	20	100	100.0	0	0	0
8547	956	2	20	20	100	100.0	0	0	0
8548	958	5	20	20	100	5.0	3	0	0
8549	932	5	20	20	0	0	5	0	0
8550	1039	3	20	20	100	5.0	7	100	14.0
8551	1149	12	20	20	0	0	4	0	0
8552	1328	1	20	20	100	15.0	5	0	0
8553	1616	9	20	20	100	5.0	7	100	14.0
8554	1867	14	20	20	0	0	7	0	0
8555	1925	6	20	20	100	5.0	4	100	25.0
8556	1940	9	20	20	0	0	7	0	0
8557	1917	12	20	20	100	5.0	12	100	8.0
8558	1925	1	20	20	100	5.0	7	100	14.0
8559	1882	8	20	20	0	0	6	0	0
8560	1940	7	20	20	0	0	7	0	0
8561	1933	4	20	20	100	5.0	6	100	16.0
8562	1932	10	20	20	0	0	7	0	0
8563	1933	6	20	20	100	5.0	2	100	50.0
8564	1940	12	20	20	0	0	2	0	0
8565	1932	4	20	20	0	0	0	0	0
8566	1925	11	20	20	100	5.0	7	100	14.0
8567	1940	14	20	20	0	0	4	0	0
8568	1843	11	20	20	0	0	9	0	0
8569	1843	8	20	20	0	0	8	0	0
8570	1918	6	20	20	100	10.0	4	100	50.0
8571	1843	9	20	20	0	0	4	0	0
8572	1932	14	20	20	0	0	4	0	0
8573	1933	3	20	20	100	5.0	2	100	50.0
8574	1918	8	20	20	100	10.0	4	100	50.0
8575	1924	10	20	20	0	0	5	0	0
8576	1932	10	20	20	0	0	7	0	0
8577	1940	9	20	20	0	0	10	0	0
8578	1926	9	20	20	100	10.0	14	100	14.0
8579	1835	10	20	20	0	0	11	0	0
8580	1491	5	20	18	100	16.0	8	100	12.0
8581	1049	1	20	20	100	100.0	2	100	100.0
8582	993	1	19	19	100	100.0	0	0	0
8583	996	2	20	20	100	35.0	3	0	0
8584	1670	10	20	20	0	0	4	0	0
8585	1764	8	20	20	0	0	6	0	0
8586	1728	7	20	20	0	0	6	0	0
8587	1762	8	20	20	100	5.0	10	100	10.0
8588	1780	11	20	20	100	5.0	11	100	9.0
8589	1765	4	20	20	100	5.0	12	100	8.0
8590	1450	1	20	18	0	0	8	0	0
8591	955	6	20	20	0	0	0	0	0
8592	887	1	20	20	100	25.0	0	0	0
8593	549	2	14	12	100	100.0	0	0	0
8594	640	1	20	20	100	100.0	0	0	0
8595	620	1	20	20	100	100.0	0	0	0
8596	972	2	20	20	100	5.0	4	0	0
8597	1381	8	20	20	0	0	4	0	0
8598	1862	8	20	20	0	0	8	0	0
8599	1940	6	20	20	0	0	7	0	0
8600	1925	4	20	20	100	5.0	13	100	7.0
8601	1738	18	20	20	0	0	11	0	0
8602	1932	9	20	20	0	0	7	0	0
8603	1940	7	20	20	0	0	11	0	0
8604	1695	8	20	20	0	0	7	0	0
8605	1180	5	20	20	0	0	6	0	0
8606	984	1	20	18	100	11.0	3	100	33.0
8607	326	1	14	14	100	14.0	0	0	0
8608	784	8	20	20	0	0	0	0	0
8609	1394	5	20	20	100	5.0	9	100	11.0
8610	2092	13	20	20	100	20.0	8	100	12.0
8611	2068	11	20	20	100	50.0	16	100	50.0
8612	2074	7	20	20	100	69.28571428571429	16	100	74.0
8613	2100	8	20	20	100	45.0	13	100	53.0
8614	1778	8	20	20	100	55.0	19	100	57.0
8615	952	6	20	20	100	20.0	6	100	66.0
8616	315	8	10	10	0	0	0	0	0
8617	781	2	20	20	100	15.0	0	0	0
8618	1000	11	20	20	0	0	0	0	0
8619	1567	9	20	20	0	0	8	0	0
8620	1780	8	20	20	0	0	9	0	0
8621	1749	7	20	20	100	5.0	5	100	20.0
8622	1725	5	20	20	0	0	9	0	0
8623	1780	2	20	20	0	0	7	0	0
8624	1773	5	20	20	100	5.0	6	100	16.0
8625	1780	10	20	20	0	0	7	0	0
8626	1780	5	20	20	0	0	9	0	0
8627	1780	13	20	20	0	0	1	0	0
8628	1555	5	20	20	0	0	6	0	0
8629	979	7	20	20	0	0	10	0	0
8630	685	2	20	20	100	75.0	0	0	0
8631	632	1	20	18	100	100.0	0	0	0
8632	379	1	11	11	100	100.0	0	0	0
8633	359	5	20	20	100	5.0	13	100	7.0
8634	1940	9	20	20	0	0	5	0	0
8635	1932	7	20	20	0	0	6	0	0
8636	1933	2	20	20	100	5.0	8	100	12.0
8637	1527	5	20	20	0	0	11	0	0
8638	640	1	20	20	100	10.0	1	0	0
8639	660	3	20	20	100	100.0	0	0	0
8640	619	3	20	20	100	100.0	0	0	0
8641	543	1	18	18	100	100.0	0	0	0
8642	1040	3	20	20	100	100.0	0	0	0
8643	1040	2	20	20	100	100.0	0	0	0
8644	1042	3	20	20	100	100.0	0	0	0
8645	1005	1	20	20	100	100.0	0	0	0
8646	960	5	20	20	100	100.0	0	0	0
8647	985	3	20	20	0	0	4	0	0
8648	1723	12	20	20	0	0	11	0	0
8649	1600	2	20	16	100	12.0	7	100	14.0
8650	1932	12	20	20	0	0	7	0	0
8651	1641	12	20	20	0	0	9	0	0
8652	1940	11	20	20	0	0	12	0	0
8653	1812	14	20	20	0	0	14	0	0
8654	888	3	19	19	100	73.0	3	0	0
8655	840	2	20	20	100	100.0	0	0	0
8656	1119	2	20	20	100	100.0	4	100	100.0
8657	1581	4	20	20	100	100.0	6	100	100.0
8658	1570	2	20	20	100	100.0	3	100	100.0
8659	1605	3	20	20	100	100.0	11	100	100.0
8660	1620	164	20	20	100	100.0	9	100	100.0
8661	1565	1	20	20	100	100.0	9	100	100.0
8662	1573	1	20	20	100	100.0	9	100	100.0
8663	1458	9	20	20	100	75.0	11	100	72.0
8664	1154	7	20	18	0	0	4	0	0
8665	810	7	20	18	0	0	0	0	0
8666	844	1	20	18	100	94.0	0	0	0
8667	759	1	20	18	0	0	0	0	0
8668	834	1	20	20	100	95.0	0	0	0
8669	840	3	20	20	100	100.0	0	0	0
8670	840	2	20	20	100	100.0	0	0	0
8671	752	2	20	20	100	100.0	0	0	0
8672	114	4	3	3	100	100.0	0	0	0
8673	1159	1	20	20	100	100.0	0	0	0
8674	893	1	20	20	100	85.0	0	0	0
8675	1141	1	20	20	100	100.0	0	0	0
8676	1458	1	20	20	100	100.0	9	100	100.0
8677	1640	8	20	20	100	100.0	5	100	100.0
8678	1640	5	20	20	100	100.0	10	100	100.0
8679	1640	3	20	20	100	100.0	3	100	100.0
8680	1640	5	20	20	100	100.0	6	100	100.0
8681	1633	1	20	20	100	100.0	8	100	100.0
