Datsetid	Players_total	Players_active	No.ofalignments	Empty_alignments	Maxscoreperread	Readnumber
7723	11	7	11	7	52.2	20
7724	10	8	10	8	51.7	20
7725	19	14	19	14	48.42857142857143	7
7726	11	8	11	8	54.4	20
7727	22	20	22	20	52.4	20
7728	16	14	16	14	29.666666666666668	12
7729	12	11	12	11	50.0	20
7730	9	6	9	6	46.6	20
7731	10	8	10	8	50.2	20
7732	19	13	19	13	50.0	20
7733	10	7	10	7	35.0	20
7734	6	4	6	4	45.2	20
7735	11	10	11	10	49.95	20
7736	18	14	18	14	50.0	20
7737	11	8	11	8	50.0	20
7738	11	9	11	9	50.05	20
7739	22	18	22	18	61.6	20
7740	17	14	17	14	63.6	20
7741	17	12	17	12	56.55	20
7742	15	12	15	12	50.0	20
7743	13	11	13	11	45.0	20
7744	19	14	19	14	49.75	20
7745	12	9	12	9	58.4	20
7746	12	9	12	9	71.6	20
7747	16	14	16	14	68.05	20
7748	20	15	20	15	52.4	20
7749	20	13	20	13	45.0	20
7750	9	9	9	9	49.8	20
7751	8	7	8	7	50.0	20
7752	13	10	13	10	45.0	20
7753	13	11	13	11	60.55	20
7754	15	11	15	11	61.2	20
7755	13	12	13	12	73.6	20
7756	14	11	14	12	72.6	20
7757	10	8	10	8	72.2	20
7758	16	14	16	14	74.0	20
7759	13	11	13	11	73.6	20
7760	18	14	18	14	74.0	20
7761	11	9	11	9	71.1	20
7762	13	10	13	10	73.65	20
7763	16	10	16	10	70.3	20
7764	10	7	10	7	73.6	20
7765	16	14	16	14	74.0	20
7766	19	12	19	12	72.55	20
7767	15	8	15	9	74.0	20
7768	14	11	14	11	74.0	20
7769	10	10	10	10	74.0	20
7770	13	7	13	7	74.0	20
7771	10	9	10	9	70.3	20
7772	18	14	18	14	74.0	20
7773	13	12	13	12	74.0	20
7774	10	8	10	8	74.0	20
7775	11	8	11	8	74.0	20
7776	10	9	10	9	74.0	20
7777	12	8	12	8	73.15	20
7778	14	10	14	10	72.55	20
7779	7	7	7	7	74.0	20
7780	20	14	20	14	74.0	20
7781	26	16	26	17	74.0	20
7782	15	12	15	12	74.0	20
7783	22	15	22	16	73.6	20
7784	14	7	14	7	74.0	20
7785	12	8	12	8	74.0	20
7786	11	11	11	11	74.0	20
7787	12	9	12	9	74.0	20
7788	17	13	17	13	74.0	20
7789	11	9	11	9	73.6	20
7790	15	12	15	12	74.0	20
7791	20	16	20	16	74.0	20
7792	19	17	19	17	74.4	20
7793	15	14	15	14	47.642857142857146	14
7794	14	11	14	11	76.95	20
7795	10	9	10	9	84.3	20
7796	11	10	11	10	90.65	20
7797	19	14	19	14	49.666666666666664	3
7798	10	7	10	7	47.9	20
7799	22	14	22	14	66.5	20
7800	15	8	15	8	81.75	20
7801	15	12	15	12	92.75	20
7802	16	13	16	13	96.6	20
7803	13	10	13	10	95.8	20
7804	10	8	10	8	91.35	20
7805	15	12	15	12	96.6	20
7806	13	12	13	12	92.15	20
7807	13	11	13	11	84.3	20
7808	9	9	9	9	65.6	20
7809	15	14	15	14	56.4	20
7810	18	15	18	15	38.916666666666664	12
7811	8	7	8	7	43.8	20
7812	14	12	14	12	99.95	20
7813	18	14	18	14	100.0	20
7814	12	10	12	10	99.2	20
7815	9	7	9	7	99.8	20
7816	15	13	15	13	99.9	20
7817	15	13	15	13	99.6	20
7818	11	9	11	9	100.0	20
7819	9	8	9	8	99.5	20
7820	7	7	7	7	83.33333333333333	12
7821	7	5	7	5	57.0	20
7822	9	8	9	8	42.9	20
7823	23	20	23	20	105.0	20
7824	14	11	14	11	103.0	20
7825	22	19	22	19	92.75	20
7826	38	13	38	31	33.46153846153846	13
7827	11	9	11	9	51.4	20
7828	16	14	16	14	88.75	20
7829	7	7	7	7	97.0	20
7830	11	10	11	10	91.8	20
7831	18	14	18	14	96.2	20
7832	22	19	22	19	97.0	20
7833	12	11	12	11	97.0	20
7834	11	11	11	11	83.65	20
7835	28	23	28	23	36.0	2
7836	13	11	13	11	50.85	20
7837	24	17	24	17	83.8	20
7838	20	18	20	19	89.0	20
7839	16	13	16	13	88.6	20
7840	19	17	19	17	88.6	20
7841	16	10	16	10	88.2	20
7842	13	12	13	12	88.25	20
7843	14	11	14	11	89.0	20
7844	15	13	15	13	76.3	20
7845	14	8	14	8	65.2	20
7846	6	5	6	5	65.6	20
7847	20	16	20	16	65.63157894736842	19
7848	18	16	18	16	48.0	20
7849	10	7	10	7	47.65	20
7850	15	8	15	8	85.75	20
7851	18	17	18	17	96.6	20
7852	10	9	10	9	95.05	20
7853	13	10	13	10	82.55	20
7854	14	12	14	12	29.142857142857142	7
7855	12	10	12	10	42.6	20
7856	7	5	7	5	31.15	20
7857	16	10	16	10	48.0	16
7858	13	6	13	6	32.9	20
7859	19	13	19	13	45.95	20
7860	8	5	8	5	67.85	20
7861	14	13	14	13	63.95	20
7862	17	15	17	15	80.75	20
7863	20	16	20	16	81.0	20
7864	15	11	15	11	81.0	20
7865	18	15	18	15	80.65	20
7866	15	13	15	13	81.0	20
7867	11	8	11	8	80.6	20
7868	13	9	13	9	80.5	20
7869	13	8	13	9	79.1	20
7870	14	9	14	10	80.2	20
7871	17	14	17	14	75.5	20
7872	11	8	11	9	72.15	20
7873	10	10	10	10	70.1	20
7874	9	7	9	7	60.6	20
7875	4	3	4	3	60.05	20
7876	13	10	13	10	59.8	20
7877	11	8	11	8	61.0	20
7878	20	11	20	11	59.25	20
7879	20	19	20	19	48.55	20
7880	13	12	13	12	51.333333333333336	12
7881	20	10	20	10	58.55	20
7882	9	7	9	7	80.6	20
7883	11	9	11	9	80.6	20
7884	8	7	8	7	80.65	20
7885	11	8	11	8	76.55	20
7886	23	10	23	10	57.1	20
7887	16	11	16	11	34.0	12
7888	15	10	15	10	67.85	20
7889	19	16	19	16	65.6	10
7890	18	9	18	9	56.7	20
7891	12	10	12	10	87.3	20
7892	15	11	15	11	67.5	20
7893	12	8	12	8	37.45	20
7894	19	13	19	14	43.9	20
7895	18	13	18	13	61.15	20
7896	14	10	14	10	85.75	20
7897	10	10	10	10	96.6	20
7898	13	11	13	11	96.6	20
7899	16	14	16	15	97.0	20
7900	14	9	14	9	91.75	20
7901	22	19	22	19	96.65	20
7902	11	9	11	9	88.25	20
7903	12	11	12	11	44.25	20
7904	17	10	17	10	36.6	20
7905	17	14	17	14	24.95	20
7906	13	10	13	10	33.125	8
7907	18	15	18	15	47.2	20
7908	15	13	15	13	84.55	20
7909	12	8	12	8	97.0	20
7910	13	9	13	9	97.0	20
7911	18	14	18	14	75.5	20
7912	18	15	18	15	45.0	11
7913	21	14	21	14	45.3	20
7914	14	12	14	12	44.2	20
7915	11	8	11	8	40.0	20
7916	10	6	10	6	50.0	20
7917	14	10	14	10	71.7	20
7918	9	6	9	6	79.45	20
7919	13	11	13	11	81.0	20
7920	16	13	16	13	79.45	20
7921	8	4	8	4	81.0	4
7922	10	8	10	8	9.2	20
7923	15	14	15	14	26.7	20
7924	17	14	17	14	66.35	20
7925	18	14	18	14	89.0	20
7926	12	8	12	8	75.95	20
7927	10	8	10	8	31.0	4
7928	7	7	7	7	21.65	20
7929	21	17	21	17	96.35	20
7930	9	8	9	8	96.6	20
7931	10	10	10	10	47.7	20
7932	12	12	12	12	58.2	20
7933	22	19	22	19	33.95	20
7934	17	15	17	15	62.65	20
7935	6	5	6	5	38.8	20
7936	12	10	12	10	53.35	20
7937	16	12	16	12	48.5	20
7938	10	7	10	7	52.95	20
7939	18	13	18	13	67.9	20
7940	12	12	12	12	29.1	20
7941	18	17	18	17	52.2	20
7942	14	11	14	11	57.8	20
7943	15	13	15	13	52.95	20
7944	13	9	13	9	38.8	20
7945	11	9	11	9	48.5	20
7946	14	13	14	13	33.95	20
7947	13	13	13	13	53.35	20
7948	21	17	21	17	48.5	20
7949	9	7	9	7	58.2	20
7950	21	15	21	15	51.4	20
7951	19	17	19	17	67.15	20
7952	9	8	9	8	58.2	20
7953	15	13	15	13	38.45	20
7954	15	12	15	12	43.65	20
7955	7	6	7	6	53.35	20
7956	9	8	9	8	58.2	20
7957	9	8	9	8	62.25	20
7958	19	16	19	16	43.65	20
7959	17	13	17	13	63.05	20
7960	18	16	18	16	48.5	20
7961	13	11	13	11	51.8	20
7962	13	13	13	13	38.65	20
7963	12	10	12	10	58.0	20
7964	16	15	16	15	43.25	20
7965	10	10	10	10	43.3	20
7966	16	14	16	14	48.5	20
7967	17	13	17	13	63.05	20
7968	6	3	6	3	53.35	20
7969	18	13	18	13	48.5	20
7970	13	9	13	9	58.2	20
7971	13	10	13	10	43.65	20
7972	15	11	15	12	48.5	20
7973	23	21	23	21	52.95	20
7974	18	16	18	16	43.65	20
7975	16	14	16	14	58.2	20
7976	9	6	9	6	62.25	20
7977	16	16	16	16	48.5	20
7978	19	13	19	13	96.6	20
7979	14	10	14	10	82.05	20
7980	9	8	9	8	94.95	20
7981	16	13	16	13	96.6	20
7982	13	10	13	10	96.6	20
7983	17	14	17	14	97.0	20
7984	13	12	13	12	96.6	20
7985	16	13	16	13	96.6	20
7986	20	19	20	19	97.4	20
7987	20	19	20	19	97.0	20
7988	25	22	25	22	96.6	20
7989	17	15	17	15	97.0	20
7990	13	12	13	12	97.0	20
7991	12	9	12	9	95.85	20
7992	16	11	16	11	96.2	20
7993	15	13	15	13	92.15	20
7994	16	15	16	15	97.0	20
7995	14	11	14	11	97.0	20
7996	22	19	22	19	96.2	20
7997	14	11	14	11	96.5	20
7998	13	11	13	11	96.6	20
7999	11	9	11	9	95.85	20
8000	16	13	16	13	97.0	20
8001	15	14	15	14	96.6	20
8002	20	17	20	17	97.0	20
8003	18	15	18	15	92.15	20
8004	16	13	16	13	91.75	20
8005	5	5	5	5	97.0	20
8006	15	12	15	12	96.6	20
8007	27	21	27	21	97.0	20
8008	7	7	7	7	96.6	20
8009	15	11	15	11	96.2	20
8010	20	16	20	16	95.85	20
8011	13	12	13	12	96.25	20
8012	23	20	23	20	91.35	20
8013	9	7	9	7	96.6	20
8014	8	8	8	8	96.5	20
8015	290	3	290	3	96.6	20
8016	11	9	11	9	91.55	20
8017	296	1	296	1	95.4	20
8018	318	1	318	1	97.0	20
8019	302	1	302	1	96.2	20
8020	19	15	19	15	93.35	20
8021	15	11	15	11	92.35	20
8022	30	21	30	25	88.25	20
8023	13	9	13	9	83.5	20
8024	21	18	21	18	86.2	20
8025	13	13	13	13	87.0	20
8026	14	12	14	12	87.0	20
8027	9	9	9	9	86.6	20
8028	16	14	16	14	78.6	20
8029	10	8	10	8	81.75	20
8030	9	8	9	8	73.15	20
8031	13	10	13	10	72.75	20
8032	19	12	19	12	71.65	20
8033	11	6	11	6	71.3	20
8034	11	10	11	10	71.35	20
8035	27	19	27	19	72.0	20
8036	12	9	12	9	69.75	20
8037	802	402	802	402	63.5	20
8038	21	19	21	19	61.6	20
8039	17	12	17	12	62.0	20
8040	15	11	15	11	58.0	20
8041	7	5	7	5	54.75	20
8042	13	8	13	8	45.85	20
8043	13	8	13	8	49.5	20
8044	9	8	9	8	40.95	20
8045	13	13	13	13	43.65	20
8046	13	10	13	11	39.25	20
8047	16	13	16	13	34.7	20
8048	10	8	10	8	35.0	20
8049	12	7	12	7	33.0	20
8050	13	13	13	13	28.75	20
8051	25	21	25	21	97.0	20
8052	12	11	12	11	95.45	20
8053	15	11	15	11	96.6	20
8054	15	11	15	11	91.75	20
8055	12	11	12	11	97.0	20
8056	13	10	13	10	96.25	20
8057	6	6	6	6	97.0	20
8058	8	7	8	7	96.6	20
8059	17	12	17	12	91.75	20
8060	18	14	18	14	97.0	20
8061	20	17	20	17	96.2	20
8062	8	7	8	7	91.4	20
8063	12	10	12	10	96.6	20
8064	17	15	17	15	96.2	20
8065	14	13	14	13	96.6	20
8066	10	10	10	10	91.75	20
8067	19	17	19	18	96.25	20
8068	15	13	15	13	97.0	20
8069	15	12	15	12	93.5	20
8070	13	10	13	10	86.6	20
8071	15	13	15	13	77.75	20
8072	12	11	12	11	72.0	20
8073	21	16	21	16	68.85	20
8074	24	18	24	18	61.0	20
8075	12	9	12	9	55.25	20
8076	17	14	17	14	50.1	20
8077	13	10	13	10	45.90909090909091	11
8078	18	12	18	12	25.0	20
8079	16	14	16	14	38.0	20
8080	11	9	11	9	48.75	20
8081	22	16	22	16	50.0	20
8082	14	11	14	11	50.0	20
8083	21	13	21	13	49.6	20
8084	10	6	10	6	47.05	20
8085	10	6	10	6	54.85	20
8086	13	8	13	8	55.0	20
8087	22	18	22	18	54.0	20
8088	16	9	16	9	59.75	20
8089	10	6	10	6	60.0	20
8090	8	8	8	8	61.4	20
8091	13	10	13	10	61.15	20
8092	16	9	16	9	59.4	20
8093	15	11	15	11	61.7	20
8094	12	8	12	8	60.8	20
8095	11	7	11	7	62.0	20
8096	21	15	21	15	51.65	20
8097	17	11	17	11	63.0	20
8098	12	10	12	10	72.0	20
8099	14	8	14	9	69.8	20
8100	5	3	5	3	68.1	20
8101	13	10	13	10	76.6	20
8102	15	13	15	13	78.0	20
8103	18	11	18	11	77.65	20
8104	13	11	13	11	78.0	20
8105	11	8	11	8	78.0	20
8106	20	16	20	17	56.95	20
8107	9	7	9	7	47.0	20
8108	16	11	16	11	46.1	20
8109	11	8	11	8	48.5	4
8110	9	5	9	5	26.1	20
8111	13	9	13	9	36.85	20
8112	11	9	11	9	36.0	20
8113	14	11	14	11	54.85	20
8114	16	9	16	10	57.6	20
8115	12	9	12	9	58.4	20
8116	14	11	14	11	58.0	20
8117	19	16	19	16	58.0	20
8118	15	13	15	13	59.0	20
8119	10	7	10	7	62.8	20
8120	16	14	16	14	69.0	20
8121	21	18	21	18	65.2	20
8122	14	13	14	13	57.8	20
8123	11	9	11	9	58.75	20
8124	9	5	9	5	49.9	20
8125	12	10	12	10	59.0	20
8126	11	11	11	11	49.55	20
8127	14	13	14	13	59.0	2
8128	10	7	10	7	83.95	20
8129	17	15	17	15	84.3	20
8130	19	15	19	15	53.4	20
8131	13	11	13	11	84.6	20
8132	14	11	14	11	11.3	20
8133	13	13	13	13	42.25	20
8134	11	9	11	9	42.8	20
8135	14	11	14	11	44.6	20
8136	6	6	6	6	29.8	20
8137	12	9	12	9	41.6	20
8138	14	11	14	11	49.4	20
8139	13	9	13	9	45.6	20
8140	17	11	17	11	38.0	20
8141	10	7	10	7	39.65	20
8142	12	9	12	9	29.35	20
8143	12	12	12	12	39.8	20
8144	9	6	9	6	43.4	20
8145	17	10	17	10	40.8	20
8146	16	13	16	13	32.8	20
8147	17	13	17	13	43.2	20
8148	14	11	14	11	38.8	20
8149	11	7	11	7	20.75	20
8150	9	9	9	9	36.0	20
8151	14	12	14	12	29.25	20
8152	18	12	18	12	31.0	20
8153	18	13	18	13	31.55	20
8154	24	16	24	16	31.0	20
8155	9	8	9	8	29.05	20
8156	10	8	10	8	23.6	20
8157	11	9	11	9	31.25	20
8158	13	10	13	10	22.352941176470587	17
8159	20	16	20	16	52.5	20
8160	19	17	19	17	88.5	20
8161	11	7	11	7	95.45	20
8162	16	15	16	15	90.35	20
8163	16	10	16	10	95.0	20
8164	16	15	16	15	70.875	8
8165	11	10	11	10	96.6	20
8166	6	6	6	6	97.0	20
8167	7	5	7	5	55.833333333333336	18
8168	10	8	10	8	48.0	20
8169	17	11	17	11	50.0	20
8170	18	14	18	14	49.9	20
8171	16	12	16	12	50.0	20
8172	12	9	12	9	50.0	20
8173	16	13	16	13	49.95	20
8174	18	13	18	13	50.0	20
8175	16	14	16	14	10.4	20
8176	19	12	19	12	72.4	20
8177	19	14	19	14	73.6	20
8178	14	11	14	11	75.55	20
8179	15	11	15	11	75.6	20
8180	8	6	8	6	78.4	20
8181	16	13	16	13	71.5	20
8182	10	10	10	10	74.7	20
8183	18	14	18	14	75.55	20
8184	9	8	9	8	70.8	20
8185	11	8	11	8	81.65	20
8186	15	10	15	10	65.6	20
8187	16	13	16	13	82.0	20
8188	15	14	15	14	81.6	20
8189	11	10	11	10	82.0	20
8190	15	13	15	13	81.95	20
8191	11	9	11	9	81.2	20
8192	25	22	25	22	81.6	20
8193	11	11	11	11	82.0	20
8194	17	17	17	17	66.0	20
8195	8	5	8	5	29.65	20
8196	13	9	13	9	35.0	20
8197	9	7	9	7	35.0	20
8198	16	12	16	12	32.0	1
8199	18	16	18	16	49.0	20
8200	13	10	13	10	49.0	20
8201	7	6	7	6	72.05	20
8202	7	6	7	6	94.95	20
8203	10	9	10	9	96.2	20
8204	9	6	9	6	97.0	20
8205	16	11	16	11	97.0	20
8206	7	6	7	6	78.35	20
8207	19	18	19	18	56.65	20
8208	13	11	13	11	47.0	11
8209	20	15	20	15	48.8	20
8210	17	12	17	13	46.45	20
8211	13	6	13	6	49.0	20
8212	20	17	20	17	50.0	20
8213	20	14	20	14	51.65	20
8214	19	13	19	13	86.6	20
8215	10	7	10	7	89.0	20
8216	19	17	19	17	88.25	20
8217	14	11	14	11	88.6	20
8218	11	9	11	9	89.0	20
8219	7	6	7	6	88.6	20
8220	10	9	10	9	89.0	20
8221	14	9	14	9	89.0	20
8222	12	10	12	10	80.2	20
8223	15	10	15	10	62.7	20
8224	15	10	15	10	48.2	20
8225	11	7	11	8	42.526315789473685	19
8226	16	8	16	9	47.95	20
8227	15	14	15	14	81.15	20
8228	8	6	8	6	89.0	20
8229	13	11	13	11	88.6	20
8230	18	17	18	17	89.0	20
8231	17	13	17	13	87.4	20
8232	16	14	16	14	83.6	20
8233	14	11	14	11	63.75	20
8234	14	10	14	10	38.85	20
8235	12	11	12	11	41.0	4
8236	15	10	15	10	14.4	20
8237	17	17	17	17	99.6	20
8238	7	6	7	6	67.55	20
8239	22	15	22	15	45.15	20
8240	13	11	13	11	38.2	20
8241	14	12	14	12	38.0	20
8242	13	11	13	11	37.4	20
8243	11	8	11	8	36.0	20
8244	24	21	24	21	38.0	7
8245	19	15	19	15	52.4	20
8246	10	7	10	7	85.4	20
8247	14	11	14	11	93.65	20
8248	10	7	10	7	96.15	20
8249	13	12	13	12	82.45	20
8250	15	12	15	12	96.6	20
8251	14	13	14	13	91.35	20
8252	18	13	18	13	53.75	20
8253	14	8	14	8	45.61538461538461	13
8254	10	8	10	8	59.0	20
8255	25	20	25	20	75.85	20
8256	17	10	17	10	86.75	20
8257	14	10	14	10	86.3	20
8258	11	8	11	8	87.05	20
8259	10	9	10	9	89.0	20
8260	18	17	18	17	89.0	20
8261	13	9	13	9	89.0	20
8262	10	7	10	7	89.0	20
8263	11	9	11	9	88.6	20
8264	49	6	49	6	54.15	20
8265	7	5	7	5	39.0	13
8266	84	45	84	45	66.0	20
8267	11	10	11	10	84.75	20
8268	9	6	9	6	88.5	20
8269	13	10	13	10	89.0	20
8270	11	11	11	11	84.05	20
8271	11	9	11	9	83.7	20
8272	15	9	15	9	45.142857142857146	14
8273	12	6	12	6	49.55	20
8274	11	9	11	9	85.4	20
8275	11	10	11	10	96.6	20
8276	16	12	16	15	97.0	20
8277	21	16	21	16	97.0	20
8278	16	13	16	13	96.25	20
8279	13	9	13	9	96.5	20
8280	17	13	17	13	55.4	20
8281	17	15	17	15	96.6	20
8282	14	14	14	14	68.47368421052632	19
8283	14	10	14	10	52.7	20
8284	14	13	14	13	76.6	20
8285	8	8	8	8	88.6	20
8286	13	10	13	10	83.3	20
8287	9	7	9	7	83.9	20
8288	14	12	14	12	46.0	16
8289	18	13	18	13	56.4	20
8290	8	4	8	4	75.0	20
8291	18	15	18	15	72.55	20
8292	167	22	167	161	80.5	20
8293	11	8	11	8	79.5	20
8294	13	11	13	11	42.714285714285715	14
8295	15	14	15	14	43.0	20
8296	10	7	10	7	47.35	20
8297	11	10	11	10	53.55	20
8298	12	10	12	10	64.3	20
8299	16	13	16	13	73.2	20
8300	13	9	13	9	84.95	20
8301	15	8	15	8	86.7	20
8302	11	9	11	9	89.0	20
8303	31	12	31	28	89.0	20
8304	15	12	15	12	89.0	20
8305	10	9	10	9	88.2	20
8306	16	11	16	11	89.0	20
8307	15	14	15	14	89.0	20
8308	15	15	15	15	89.0	20
8309	14	10	14	10	86.2	20
8310	9	8	9	8	87.15	20
8311	11	11	11	11	88.5	20
8312	24	21	24	21	88.75	20
8313	17	12	17	12	58.1	20
8314	15	11	15	11	43.0	20
8315	13	8	13	8	41.666666666666664	3
8316	10	8	10	8	44.55	20
8317	14	10	14	10	77.2	20
8318	8	7	8	7	96.6	20
8319	13	11	13	11	83.4	20
8320	16	11	16	11	54.15	20
8321	22	18	22	18	35.2	20
8322	14	10	14	10	33.0	20
8323	16	13	16	13	32.4	5
8324	16	14	16	15	49.7	20
8325	16	15	16	15	49.7	20
8326	20	13	20	13	49.45	20
8327	9	8	9	8	74.45	20
8328	23	21	23	21	96.6	20
8329	10	6	10	6	95.0	20
8330	15	14	15	14	96.6	20
8331	11	9	11	9	94.65	20
8332	12	12	12	12	96.6	20
8333	13	11	13	11	97.0	20
8334	11	9	11	10	94.1	20
8335	15	13	15	13	97.0	20
8336	15	11	15	11	93.55	20
8337	20	14	20	14	96.2	20
8338	20	14	20	14	96.2	20
8339	9	8	9	8	96.25	20
8340	26	21	26	23	95.8	20
8341	16	13	16	13	96.2	20
8342	13	11	13	11	88.55	20
8343	16	12	16	12	96.25	20
8344	14	12	14	12	94.45	20
8345	15	15	15	15	95.85	20
8346	17	16	17	16	96.2	20
8347	14	14	14	14	96.2	20
8348	17	15	17	15	96.25	20
8349	21	16	21	16	96.6	20
8350	22	18	22	18	95.85	20
8351	12	7	12	7	94.7	20
8352	10	10	10	10	86.7	20
8353	9	9	9	9	58.3	20
8354	16	14	16	14	43.9	20
8355	17	13	17	13	36.95	20
8356	13	11	13	11	35.65	20
8357	12	11	12	11	36.0	20
8358	11	8	11	8	36.0	4
8359	13	13	13	13	35.05	20
8360	16	12	16	12	43.35	20
8361	11	8	11	8	56.15	20
8362	10	6	10	6	88.85	20
8363	82	16	82	79	95.45	20
8364	11	10	11	10	96.2	20
8365	11	11	11	11	95.8	20
8366	14	11	14	11	97.0	20
8367	16	13	16	13	96.2	20
8368	16	13	16	13	94.6	20
8369	17	13	17	13	93.2	20
8370	18	16	18	16	93.25	20
8371	15	13	15	13	61.8	20
8372	13	5	13	6	57.25	20
8373	9	7	9	7	50.3	20
8374	17	11	17	11	45.35	20
8375	10	8	10	8	30.9	20
8376	13	10	13	10	26.5	8
8377	13	12	13	12	16.5	20
8378	18	14	18	14	66.75	20
8379	14	12	14	12	80.1	20
8380	13	13	13	13	84.5	20
8381	14	8	14	8	54.73684210526316	19
8382	11	9	11	9	52.95	20
8383	7	5	7	5	69.66666666666667	9
8384	16	11	16	11	71.2	20
8385	20	18	20	18	30.0	16
8386	19	16	19	16	47.6	20
8387	11	10	11	10	91.35	20
8388	14	12	14	12	94.35	20
8389	15	13	15	13	97.0	20
8390	12	9	12	9	92.8	20
8391	14	10	14	10	48.95	20
8392	16	13	16	13	25.5	4
8393	16	11	16	11	52.4	20
8394	7	5	7	5	91.25	20
8395	10	9	10	9	105.0	20
8396	16	14	16	14	102.3	20
8397	10	9	10	9	104.2	20
8398	14	12	14	12	103.4	20
8399	23	20	23	20	104.6	20
8400	13	12	13	12	104.35	20
8401	15	13	15	13	103.35	20
8402	16	14	16	14	104.35	20
8403	15	15	15	15	104.2	20
8404	8	7	8	7	102.2	20
8405	18	14	18	14	90.85	20
8406	15	14	15	14	56.05	20
8407	12	7	12	7	53.0	19
8408	20	13	20	15	31.0	20
8409	12	10	12	11	48.2	20
8410	18	15	18	15	71.35	20
8411	9	9	9	9	64.8	20
8412	11	7	11	7	48.57142857142857	14
8413	15	11	15	11	22.25	20
8414	13	11	13	11	97.0	20
8415	17	12	17	13	96.6	20
8416	23	13	23	18	86.5	20
8417	10	3	10	3	46.54545454545455	11
8418	13	11	13	11	53.15	20
8419	12	10	12	10	85.85	20
8420	13	12	13	12	88.6	20
8421	16	12	16	12	85.9	20
8422	4	3	4	3	89.0	20
8423	11	9	11	9	88.25	20
8424	10	7	10	7	48.388888888888886	18
8425	9	8	9	8	44.0	20
8426	14	9	14	9	43.95	20
8427	15	12	15	12	47.0	20
8428	21	14	21	14	52.0	20
8429	11	9	11	9	52.0	20
8430	14	13	14	13	49.0	20
8431	9	8	9	8	43.0	20
8432	18	14	18	14	47.0	20
8433	15	10	15	10	43.0	20
8434	27	18	27	18	43.0	20
8435	10	9	10	9	47.0	20
8436	13	13	13	13	47.0	20
8437	6	5	6	5	40.0	20
8438	15	9	15	9	43.0	20
8439	21	18	21	18	47.0	20
8440	14	10	14	10	51.25	20
8441	22	16	22	16	74.75	20
8442	19	17	19	17	81.45	20
8443	24	21	24	21	80.3	20
8444	12	9	12	9	80.6	20
8445	9	8	9	8	80.3	20
8446	17	13	17	13	75.75	20
8447	15	11	15	11	81.0	20
8448	11	10	11	10	78.25	20
8449	10	8	10	8	78.2	20
8450	11	7	11	7	80.2	20
8451	18	14	18	14	81.0	20
8452	10	9	10	9	81.0	20
8453	11	11	11	11	79.85714285714286	7
8454	9	7	9	7	78.65	20
8455	12	12	12	12	66.5	20
8456	11	9	11	9	44.1	20
8457	13	9	13	9	50.0	20
8458	14	9	14	9	39.25	20
8459	12	10	12	10	51.25	20
8460	18	14	18	14	51.75	20
8461	15	12	15	12	51.1	20
8462	14	10	14	10	51.31578947368421	19
8463	31	11	31	29	28.7	20
8464	16	14	16	14	93.55	20
8465	10	8	10	8	39.857142857142854	7
8466	19	11	19	11	33.9	20
8467	12	10	12	10	80.58333333333333	12
8468	11	7	11	7	41.75	20
8469	18	13	18	13	60.1	20
8470	19	14	19	14	54.35	20
8471	11	10	11	10	53.0	6
8472	16	7	16	7	38.2	20
8473	12	7	12	7	40.0	20
8474	14	10	14	10	50.2	20
8475	18	13	18	13	52.85	20
8476	21	17	21	17	69.15	20
8477	10	9	10	9	96.5	20
8478	13	12	13	12	97.0	20
8479	14	10	14	10	97.0	20
8480	17	10	17	10	92.15	20
8481	16	12	16	12	97.0	20
8482	12	10	12	10	95.55	20
8483	13	9	13	9	74.5	20
8484	14	9	14	9	41.7	20
8485	9	7	9	7	29.35	20
8486	10	6	10	6	29.55	20
8487	12	7	12	7	34.0	20
8488	21	15	21	15	30.4	20
8489	14	7	14	7	34.0	9
8490	10	8	10	8	39.4	20
8491	15	12	15	12	61.25	20
8492	22	18	22	18	73.45	20
8493	11	8	11	8	88.95	20
8494	15	13	15	13	96.2	20
8495	15	13	15	13	94.45	20
8496	15	12	15	12	95.4	20
8497	13	12	13	12	93.35	20
8498	17	13	17	13	86.15	20
8499	11	9	11	9	97.0	20
8500	8	8	8	8	97.0	20
8501	18	16	18	16	96.2	20
8502	26	20	26	20	95.8	20
8503	10	8	10	8	95.6	20
8504	16	15	16	15	90.75	20
8505	12	8	12	8	87.0	20
8506	11	8	11	8	52.05882352941177	17
8507	17	11	17	11	41.9	20
8508	24	16	24	16	43.0	3
8509	15	10	15	10	37.0	20
8510	13	10	13	10	62.15	20
8511	18	13	18	14	77.4	20
8512	9	8	9	8	80.2	20
8513	14	12	14	12	80.65	20
8514	14	10	14	10	80.6	20
8515	11	6	11	6	74.85	20
8516	8	7	8	7	81.0	20
8517	7	6	7	6	76.95	20
8518	16	14	16	14	81.0	20
8519	10	8	10	8	80.65	20
8520	16	14	16	14	79.3	20
8521	12	11	12	11	57.7	20
8522	10	9	10	9	57.0	20
8523	13	11	13	11	60.6	20
8524	9	7	9	7	60.75	20
8525	14	9	14	9	60.6	20
8526	25	16	25	17	57.7	20
8527	22	18	22	18	57.5	20
8528	9	7	9	7	53.8	5
8529	9	9	9	9	54.85	20
8530	16	14	16	14	55.2	20
8531	13	11	13	11	55.6	20
8532	11	8	11	8	69.85	20
8533	15	11	15	11	96.25	20
8534	15	13	15	13	96.6	20
8535	13	11	13	11	96.6	20
