Datsetid	Players_total	Players_active	No.ofalignments	Empty_alignments	Maxscoreperread	Readnumber
1894	13	11	13	11	97.0	20
1895	14	12	14	12	85.45	20
1896	14	12	14	12	56.95	20
1897	16	13	16	13	43.7	20
1898	12	11	12	11	44.0	10
1899	11	9	11	9	65.8	20
1900	17	13	17	13	53.0	20
1901	7	4	7	4	35.22222222222222	9
1902	16	11	16	11	56.65	20
1903	21	16	21	16	98.75	20
1904	15	13	15	13	99.3	20
1905	16	14	16	14	97.55	20
1906	12	12	12	12	97.55	20
1907	14	12	14	12	53.45	20
1908	10	8	10	8	48.0	8
1909	10	8	10	8	34.3	20
1910	25	22	25	22	74.45	20
1911	21	16	21	16	95.85	20
1912	16	15	16	15	63.7	20
1913	7	6	7	6	29.166666666666668	6
1914	20	16	20	16	43.75	20
1915	12	11	12	11	43.25	20
1916	20	13	20	13	38.0	3
1917	15	14	15	14	56.6	20
1918	9	8	9	8	68.5	20
1919	8	8	8	8	44.15	20
1920	16	13	16	13	77.25	20
1921	14	10	14	10	52.81818181818182	11
1922	23	16	23	17	53.6	20
1923	11	8	11	8	53.65	20
1924	18	8	18	8	54.95	20
1925	14	12	14	12	81.3	20
1926	13	8	13	8	83.2	20
1927	16	12	16	13	82.25	20
1928	20	14	20	14	81.1	20
1929	12	10	12	10	81.85	20
1930	17	14	17	14	83.1	20
1931	8	7	8	7	50.65	20
1932	13	8	13	8	36.3	20
1933	18	13	18	13	35.6	20
1934	14	7	14	7	27.38888888888889	18
1935	15	14	15	14	38.55	20
1936	13	11	13	11	41.2	20
1937	10	9	10	9	55.45	20
1938	16	12	16	12	67.65	20
1939	15	13	15	13	72.4	20
1940	17	12	17	12	80.6	20
1941	18	14	18	14	79.85	20
1942	11	8	11	8	81.0	20
1943	11	9	11	9	81.0	20
1944	10	9	10	9	80.2	20
1945	18	14	18	14	78.65	20
1946	21	17	21	17	80.6	20
1947	11	9	11	9	80.15	20
1948	14	11	14	11	79.5	20
1949	17	13	17	13	80.2	20
1950	13	8	13	8	79.85	20
1951	11	7	11	7	80.65	20
1952	16	13	16	13	79.8	20
1953	14	14	14	14	79.8	20
1954	20	16	20	16	79.1	20
1955	11	10	11	10	79.05	20
1956	8	8	8	8	80.2	20
1957	9	4	9	4	81.0	20
1958	14	13	14	13	80.75	20
1959	18	15	18	15	72.35	20
1960	19	16	19	16	63.5	20
1961	22	16	22	16	55.9	20
1962	14	11	14	11	44.65	20
1963	18	11	18	11	31.4	20
1964	16	11	16	11	34.3	20
1965	11	9	11	9	32.45	20
1966	18	11	18	11	35.0	3
1967	12	8	12	8	31.45	20
1968	27	18	27	18	36.2	20
1969	9	6	9	6	50.7	20
1970	21	18	21	18	62.65	20
1971	21	16	21	16	67.55	20
1972	17	10	17	10	80.1	20
1973	18	16	18	16	80.25	20
1974	18	16	18	16	80.6	20
1975	16	14	16	14	81.0	20
1976	11	8	11	8	80.2	20
1977	17	13	17	13	79.05	20
1978	11	10	11	10	80.6	20
1979	13	7	13	7	80.4	20
1980	24	20	24	20	79.45	20
1981	18	12	18	12	80.2	20
1982	14	12	14	12	79.8	20
1983	19	14	19	14	80.6	20
1984	22	20	22	21	80.2	20
1985	21	19	21	19	80.2	20
1986	5	5	5	5	79.4	20
1987	13	10	13	10	78.65	20
1988	20	20	20	20	80.2	20
1989	16	14	16	14	81.0	20
1990	13	10	13	10	81.0	20
1991	316	1	316	1	77.35	20
1992	13	11	13	11	68.3	20
1993	11	7	11	7	60.9	20
1994	13	8	13	8	48.8	20
1995	9	8	9	8	35.7	20
1996	18	13	18	14	33.5	20
1997	8	6	8	6	24.25	20
1998	11	10	11	10	34.0	3
1999	21	13	21	13	46.45	20
2000	18	15	18	15	51.75	20
2001	14	9	14	9	55.6	20
2002	11	11	11	11	59.75	20
2003	20	15	20	15	59.55	20
2004	21	14	21	14	60.5	20
2005	18	14	18	14	60.0	20
2006	21	19	21	19	66.55	20
2007	19	14	19	14	77.85	20
2008	2	2	2	2	81.0	20
2009	20	13	20	15	79.8	20
2010	20	12	20	12	80.6	20
2011	18	13	18	13	79.3	20
2012	13	12	13	12	80.65	20
2013	8	8	8	8	79.8	20
2014	10	8	10	9	79.3	20
2015	11	10	11	10	80.25	20
2016	12	10	12	10	80.6	20
2017	11	7	11	7	81.0	20
2018	12	11	12	11	79.8	20
2019	18	15	18	15	81.0	20
2020	16	13	16	14	80.6	20
2021	10	10	10	10	81.0	20
2022	12	11	12	11	79.85	20
2023	25	15	25	15	80.0	20
2024	16	12	16	12	53.0	20
2025	12	8	12	8	38.1	20
2026	11	9	11	9	41.05	20
2027	18	15	18	15	43.0	6
2028	10	9	10	9	33.2	20
2029	6	5	6	5	95.4	20
2030	16	15	16	15	83.6	20
2031	17	16	17	16	43.5	6
2032	34	30	34	30	38.8	20
2033	9	6	9	6	92.15	20
2034	20	18	20	18	73.89473684210526	19
2035	15	12	15	12	31.0	20
2036	14	12	14	12	79.4	20
2037	14	12	14	12	27.8	10
2038	14	14	14	14	51.8	20
2039	13	10	13	10	66.55	20
2040	15	7	15	7	88.6	20
2041	11	10	11	10	88.6	20
2042	15	11	15	11	87.8	20
2043	11	8	11	8	67.35	20
2044	13	8	13	8	43.666666666666664	18
2045	9	5	9	5	71.15	20
2046	16	9	16	9	96.2	20
2047	17	16	17	16	97.0	20
2048	14	13	14	13	66.2	20
2049	11	7	11	7	42.4	10
2050	19	13	19	13	44.0	20
2051	16	13	16	13	70.81818181818181	11
2052	8	6	8	6	41.4	20
2053	16	12	16	12	89.65	20
2054	13	8	13	8	94.35	20
2055	15	13	15	13	96.6	20
2056	38	14	38	36	60.05	20
2057	15	12	15	13	37.0	1
2058	13	10	13	10	77.2	20
2059	15	13	15	13	86.9	20
2060	13	12	13	12	84.9	20
2061	20	16	20	16	54.529411764705884	17
2062	9	5	9	5	61.25	20
2063	10	7	10	7	10.95	20
2064	14	12	14	12	87.4	20
2065	11	8	11	8	91.1	20
2066	13	12	13	12	91.6	20
2067	17	10	17	10	91.6	20
2068	13	11	13	11	92.0	20
2069	9	9	9	9	91.2	20
2070	11	9	11	9	92.0	20
2071	18	15	18	15	92.0	3
2072	18	12	18	12	66.4	20
2073	12	10	12	10	89.0	20
2074	18	18	18	18	44.1	20
2075	12	9	12	9	38.0	3
2076	15	6	15	6	40.1	20
2077	15	14	15	14	52.0	20
2078	8	8	8	8	95.35	20
2079	12	11	12	11	93.85	20
2080	17	13	17	13	97.0	20
2081	16	15	16	15	94.5	20
2082	9	8	9	8	94.2	20
2083	15	7	15	7	81.35	20
2084	18	14	18	14	48.35	20
2085	22	16	22	16	35.57142857142857	7
2086	17	12	17	12	47.35	20
2087	17	16	17	16	66.35	20
2088	16	13	16	13	88.6	20
2089	13	10	13	10	79.0	20
2090	10	9	10	10	36.416666666666664	12
2091	16	9	16	9	31.45	20
2092	13	11	13	11	31.75	20
2093	19	17	19	17	64.05	20
2094	21	19	21	19	92.45	20
2095	9	5	9	5	96.6	20
2096	6	5	6	5	97.0	20
2097	18	15	18	15	97.0	20
2098	11	8	11	8	72.4375	16
2099	10	6	10	6	61.3	20
2100	14	8	14	8	61.1	20
2101	12	8	12	8	78.6	20
2102	14	12	14	12	45.0	4
2103	15	12	15	12	45.3	20
2104	12	11	12	11	49.45	20
2105	15	10	15	10	59.8235294117647	17
2106	12	11	12	11	82.55	20
2107	12	11	12	11	103.4	20
2108	17	14	17	14	103.85	20
2109	22	18	22	18	98.95	20
2110	12	11	12	11	103.15	20
2111	18	14	18	14	82.55	20
2112	11	10	11	10	45.9	20
2113	17	15	17	15	59.0	3
2114	9	8	9	8	62.0	20
2115	13	11	13	11	86.25	20
2116	11	11	11	11	95.55	20
2117	10	10	10	10	89.3	20
2118	18	14	18	14	90.35	20
2119	9	8	9	8	92.5	20
2120	11	10	11	10	89.9	10
2121	10	8	10	8	14.2	20
2122	23	19	23	19	49.69230769230769	13
2123	14	8	14	8	52.2	20
2124	11	8	11	8	48.1	20
2125	18	17	18	17	34.25	20
2126	15	14	15	14	66.0	3
2127	13	9	13	9	57.6	20
2128	12	8	12	8	57.65	20
2129	27	24	27	24	77.2	20
2130	10	8	10	8	101.15	20
2131	16	13	16	13	77.05	20
2132	15	9	15	9	52.0	9
2133	10	7	10	7	42.5	20
2134	17	15	17	15	84.4	20
2135	18	14	18	15	86.65	20
2136	13	11	13	11	86.2	20
2137	14	12	14	12	87.0	20
2138	20	15	20	15	86.2	20
2139	15	10	15	11	67.5	10
2140	12	9	12	9	47.85	20
2141	10	9	10	9	82.6	20
2142	16	12	16	12	96.6	20
2143	16	15	16	15	81.65	20
2144	10	10	10	10	72.9	20
2145	16	15	16	15	46.357142857142854	14
2146	16	15	16	15	12.8	20
2147	13	13	13	13	72.15	20
2148	16	9	16	9	54.1	20
2149	13	10	13	10	55.0	2
2150	20	14	20	14	54.0	20
2151	13	10	13	10	69.1	20
2152	11	8	11	8	89.0	20
2153	11	9	11	9	86.75	20
2154	14	12	14	12	89.0	20
2155	13	12	13	12	89.0	20
2156	11	10	11	10	87.45	20
2157	21	17	21	17	87.4	20
2158	20	17	20	17	89.0	20
2159	18	16	18	16	72.55	20
2160	15	10	15	10	43.77777777777778	9
2161	16	12	16	12	34.85	20
2162	14	11	14	11	77.1	20
2163	20	13	20	13	97.0	20
2164	14	12	14	12	95.85	20
2165	16	13	16	13	96.2	20
2166	12	10	12	10	95.05	20
2167	10	9	10	9	97.0	20
2168	10	8	10	8	95.5	20
2169	7	7	7	7	86.45	20
2170	19	16	19	16	59.0	20
2171	9	6	9	6	29.7	20
2172	11	5	11	5	54.0	20
2173	16	11	16	11	54.0	20
2174	11	8	11	8	54.0	20
2175	12	9	12	9	66.85	20
2176	8	7	8	7	86.75	20
2177	17	11	17	11	87.4	20
2178	17	13	17	13	87.6	20
2179	12	12	12	12	84.15	20
2180	15	13	15	13	89.0	20
2181	13	12	13	12	88.25	20
2182	16	15	16	15	83.35	20
2183	32	28	32	28	88.2	20
2184	14	13	14	13	78.55	20
2185	14	13	14	13	54.65	20
2186	9	8	9	8	41.3	20
2187	12	10	12	10	31.45	20
2188	17	15	17	15	43.0	2
2189	11	9	11	9	54.55	20
2190	16	13	16	13	51.1764705882353	17
2191	19	11	19	11	30.9	20
2192	15	14	15	14	57.11764705882353	17
2193	12	7	12	7	33.95	20
2194	27	24	27	24	43.25	20
2195	11	11	11	11	19.4	20
2196	10	10	10	10	38.8	20
2197	11	9	11	9	33.95	20
2198	18	15	18	15	48.5	20
2199	22	19	22	19	48.5	20
2200	9	7	9	7	41.7	20
2201	18	16	18	17	19.4	20
2202	16	11	16	12	45.1	20
2203	17	13	17	13	36.0	1
2204	11	7	11	7	42.4	20
2205	10	9	10	9	45.55	20
2206	14	13	14	13	45.0	20
2207	14	10	14	10	46.4	20
2208	20	12	20	12	44.4	20
2209	14	7	14	7	50.0	20
2210	11	8	11	8	48.85	20
2211	6	4	6	4	47.0	20
2212	19	17	19	17	45.8	20
2213	18	11	18	11	51.0	20
2214	18	12	18	12	51.3	20
2215	17	13	17	13	54.95	20
2216	12	11	12	11	59.2	20
2217	15	9	15	9	70.4	20
2218	15	11	15	11	80.4	20
2219	15	11	15	11	93.95	20
2220	13	11	13	11	95.0	20
2221	15	12	15	12	96.25	20
2222	19	13	19	13	94.65	20
2223	15	12	15	12	95.8	20
2224	18	10	18	13	95.8	20
2225	14	13	14	14	96.2	20
2226	13	12	13	12	96.6	20
2227	19	14	19	15	95.8	20
2228	15	11	15	11	96.6	20
2229	21	11	21	17	96.2	20
2230	17	15	17	15	93.85	20
2231	18	16	18	16	96.6	20
2232	16	13	16	13	96.2	20
2233	7	3	7	3	94.6	20
2234	11	8	11	8	95.8	20
2235	17	12	17	12	96.6	20
2236	16	16	16	16	95.8	20
2237	20	16	20	16	96.6	20
2238	15	14	15	14	93.95	20
2239	9	9	9	9	97.0	20
2240	13	9	13	9	95.05	20
2241	15	10	15	10	95.4	20
2242	18	16	18	16	97.0	20
2243	16	15	16	15	93.4	20
2244	16	10	16	10	91.35	20
2245	9	9	9	9	92.45	20
2246	21	13	21	13	96.6	20
2247	17	13	17	14	94.05	20
2248	17	15	17	15	97.0	20
2249	14	14	14	14	94.6	20
2250	215	131	215	134	95.4	20
2251	14	14	14	14	96.6	20
2252	12	10	12	10	95.0	20
2253	12	9	12	9	97.0	20
2254	18	15	18	15	95.8	20
2255	10	7	10	7	95.4	20
2256	11	7	11	7	95.4	20
2257	12	10	12	10	96.25	20
2258	14	11	14	11	96.6	20
2259	17	12	17	12	90.55	20
2260	18	17	18	17	81.05	20
2261	17	13	17	13	69.3	20
2262	32	18	32	20	66.6	20
2263	17	11	17	11	63.25	20
2264	17	13	17	13	60.4	20
2265	12	8	12	8	60.5	20
2266	22	17	22	17	52.4	20
2267	11	9	11	9	44.2	20
2268	19	15	19	16	35.5	20
2269	12	6	12	6	35.75	20
2270	15	9	15	9	38.9	20
2271	14	10	14	10	39.45	20
2272	15	11	15	11	41.0	20
2273	9	4	9	4	29.65	20
2274	16	10	16	10	36.25	20
2275	23	15	23	15	40.4	20
2276	30	21	30	21	41.0	1
2277	9	8	9	8	41.0	20
2278	16	13	16	13	41.4	20
2279	9	7	9	7	41.55	20
2280	17	16	17	16	44.45	20
2281	9	9	9	9	44.2	20
2282	16	10	16	10	47.8	20
2283	17	14	17	14	48.15	20
2284	11	11	11	11	51.2	20
2285	15	11	15	11	52.6	20
2286	10	7	10	7	56.5	20
2287	14	11	14	11	54.8	20
2288	13	9	13	9	57.9	20
2289	14	10	14	10	62.45	20
2290	13	9	13	9	63.95	20
2291	12	10	12	10	59.3	20
2292	19	16	19	16	75.6	20
2293	13	9	13	9	84.75	20
2294	13	11	13	11	95.9	20
2295	8	5	8	5	94.3	20
2296	12	10	12	10	96.25	20
2297	17	14	17	14	95.85	20
2298	10	7	10	7	95.8	20
2299	18	13	18	15	95.8	20
2300	17	12	17	12	96.2	20
2301	14	10	14	10	86.9	20
2302	8	6	8	6	57.2	20
2303	13	13	13	13	19.285714285714285	7
2304	20	17	20	17	72.9	20
2305	11	9	11	9	56.65	20
2306	18	15	18	15	56.36842105263158	19
2307	10	4	10	4	30.95	20
2308	15	11	15	12	42.1	20
2309	7	5	7	5	62.6	20
2310	10	10	10	10	91.55	20
2311	14	13	14	13	93.9	20
2312	19	16	19	16	92.75	20
2313	18	14	18	14	91.05	20
2314	16	11	16	11	96.5	20
2315	22	18	22	18	100.2	20
2316	16	11	16	11	96.65	20
2317	20	17	20	17	91.8	20
2318	13	11	13	12	84.25	20
2319	10	9	10	9	70.6	20
2320	14	9	14	9	48.8	20
2321	16	10	16	10	25.235294117647058	17
2322	9	8	9	8	20.45	20
2323	13	9	13	10	38.5	20
2324	16	11	16	11	90.7	20
2325	12	12	12	12	102.6	20
2326	22	17	22	17	97.9	20
2327	17	17	17	17	103.55	20
2328	12	11	12	11	89.45	20
2329	14	8	14	8	49.35	20
2330	14	11	14	11	29.0	5
2331	20	10	20	10	60.6	20
2332	14	12	14	12	86.7	20
2333	17	6	17	6	87.35	20
2334	18	15	18	15	82.15	20
2335	13	12	13	12	50.55	20
2336	11	10	11	10	39.57142857142857	7
2337	11	5	11	5	17.4	20
2338	20	17	20	17	44.0	16
2339	14	10	14	10	54.2	20
2340	14	13	14	13	80.6	20
2341	12	12	12	12	88.6	20
2342	5	3	5	3	87.95	20
2343	17	12	17	12	63.2	20
2344	19	12	19	12	36.26315789473684	19
2345	16	14	16	14	41.05	20
2346	19	16	19	16	96.2	20
2347	15	11	15	11	62.785714285714285	14
2348	16	14	16	14	76.35	20
2349	12	8	12	8	72.0	20
2350	19	16	19	16	77.2	20
2351	15	14	15	14	93.45	20
2352	14	12	14	12	95.45	20
2353	13	7	13	7	96.6	20
2354	9	7	9	8	92.05	20
2355	13	12	13	12	80.5	20
2356	13	10	13	10	66.5	20
2357	16	10	16	10	50.7	20
2358	18	9	18	9	43.125	8
2359	11	9	11	9	47.85	20
2360	18	18	18	18	17.45	20
2361	10	10	10	10	67.6923076923077	13
2362	18	16	18	16	46.0	20
2363	8	6	8	6	83.45	20
2364	19	14	19	14	96.6	20
2365	24	20	24	20	96.65	20
2366	16	15	16	15	65.75	20
2367	17	13	17	13	48.0	8
2368	8	8	8	8	58.55	20
2369	16	13	16	13	95.15	20
2370	18	15	18	15	81.65	20
2371	12	10	12	10	96.6	20
2372	13	12	13	12	92.4	5
2373	16	9	16	9	52.05	20
2374	11	7	11	7	72.95	20
2375	13	11	13	11	59.45454545454545	11
2376	16	15	16	15	29.05	20
2377	15	12	15	12	60.35	20
2378	17	10	17	10	64.45	20
2379	16	11	16	11	78.2	20
2380	7	7	7	7	96.2	20
2381	17	15	17	15	95.05	20
2382	13	11	13	12	91.65	20
2383	16	14	16	14	49.46666666666667	15
2384	17	13	17	14	10.85	20
2385	19	14	19	14	73.95	20
2386	20	14	20	14	42.45	20
2387	18	14	18	14	35.0	7
2388	13	10	13	10	48.95	20
2389	13	9	13	10	55.625	8
2390	11	10	11	10	63.55	20
2391	15	12	15	12	60.65	20
2392	12	10	12	10	93.2	20
2393	11	10	11	10	90.65	20
2394	27	21	27	27	92.7	20
2395	12	10	12	10	94.2	20
2396	12	11	12	11	94.6	20
2397	15	15	15	15	94.1	20
2398	11	8	11	8	78.6	20
2399	13	11	13	11	53.6	20
2400	13	9	13	10	44.15	20
2401	16	12	16	12	43.5	20
2402	12	11	12	11	65.7	20
2403	9	7	9	7	43.65	20
2404	9	9	9	9	50.25	8
2405	8	7	8	7	51.35	20
2406	12	11	12	11	76.4	20
2407	17	13	17	14	37.25	8
2408	14	9	14	9	48.95	20
2409	12	9	12	9	82.05	20
2410	9	8	9	8	57.5	8
2411	13	8	13	8	59.65	20
2412	23	16	23	16	56.75	20
2413	27	23	27	23	77.0	20
2414	13	10	13	10	79.95	20
2415	16	15	16	15	94.55	20
2416	19	17	19	17	97.55	20
2417	17	15	17	15	92.95	20
2418	10	10	10	10	96.85	20
2419	12	10	12	10	95.85	20
2420	7	6	7	7	92.1	20
2421	6	6	6	6	97.85	20
2422	10	10	10	10	99.35	20
2423	11	10	11	10	77.5	20
2424	12	11	12	11	71.1	20
2425	12	12	12	12	51.0	20
2426	19	17	19	18	44.15	20
2427	6	5	6	5	42.1	20
2428	8	8	8	8	43.1	20
2429	11	9	11	9	53.3	20
2430	14	13	14	13	60.0	2
2431	11	6	11	6	29.8	20
2432	14	13	14	13	30.6	20
2433	19	12	19	12	31.0	20
2434	15	13	15	13	31.0	20
2435	13	10	13	10	30.4	20
2436	15	12	15	12	30.95	20
2437	11	9	11	9	40.6	20
2438	19	12	19	14	42.7	20
2439	13	10	13	10	47.25	20
2440	17	12	17	12	52.85	20
2441	23	17	23	17	54.0	20
2442	12	8	12	8	56.4	20
2443	15	12	15	12	80.05	20
2444	16	10	16	10	82.15	20
2445	10	8	10	8	88.6	20
2446	13	11	13	11	88.6	20
2447	14	13	14	13	87.45	20
2448	11	8	11	8	88.2	20
2449	15	13	15	13	87.85	20
2450	12	11	12	11	83.75	20
2451	9	9	9	9	85.85	20
2452	11	10	11	10	89.0	20
2453	13	10	13	10	86.25	20
2454	21	19	21	19	88.6	20
2455	13	9	13	10	87.55	20
2456	21	18	21	18	88.0	20
2457	21	17	21	17	87.55	20
2458	10	10	10	10	88.25	20
2459	9	9	9	9	88.2	20
2460	16	15	16	15	88.2	20
2461	6	6	6	6	89.0	20
2462	13	12	13	12	88.25	20
2463	19	14	19	15	89.0	20
2464	14	10	14	10	88.25	20
2465	11	9	11	9	88.6	20
2466	17	16	17	16	87.45	20
2467	16	13	16	13	87.8	20
2468	18	12	18	12	89.0	20
2469	13	11	13	11	87.4	20
2470	14	13	14	13	88.6	20
2471	15	13	15	13	86.8	20
2472	12	9	12	9	88.2	20
2473	18	16	18	16	88.6	20
2474	9	9	9	9	86.75	20
2475	19	15	19	15	87.55	20
2476	15	10	15	10	87.85	20
2477	15	11	15	12	89.0	20
2478	10	9	10	9	89.0	20
2479	15	14	15	14	87.8	20
2480	11	9	11	9	88.2	20
2481	275	1	275	1	86.1	20
2482	8	8	8	8	80.25	20
2483	17	12	17	13	71.35	20
2484	10	8	10	8	63.6	20
2485	10	8	10	8	58.6	20
2486	11	5	11	5	41.85	20
2487	17	14	17	15	43.3	20
2488	15	11	15	11	40.6	20
2489	10	7	10	7	44.15	20
2490	14	8	14	9	43.85	20
2491	5	4	5	4	35.2	20
2492	19	14	19	14	44.0	3
2493	14	8	14	9	51.8	20
2494	11	10	11	10	74.85	20
2495	18	16	18	16	57.07692307692308	13
2496	21	11	21	11	42.0	20
2497	16	11	16	11	37.0	20
2498	12	8	12	8	41.45	20
2499	17	11	17	11	42.0	20
2500	14	10	14	10	41.85	20
2501	22	16	22	16	42.0	20
2502	7	6	7	6	34.35	20
2503	11	11	11	11	42.0	20
2504	9	8	9	8	42.2	20
2505	9	9	9	9	40.25	20
2506	22	13	22	13	43.05	20
2507	13	12	13	12	43.7	20
2508	14	12	14	12	50.0	20
2509	16	12	16	12	49.65	20
2510	16	11	16	11	49.2	20
2511	13	9	13	9	49.2	20
2512	14	11	14	11	48.45	20
2513	16	10	16	10	48.4	20
2514	7	6	7	6	49.25	20
2515	17	10	17	10	50.25	20
2516	11	8	11	8	48.6	20
2517	15	15	15	15	49.6	20
2518	9	9	9	9	49.5	20
2519	7	7	7	7	59.2	20
2520	18	13	18	13	78.8	20
2521	17	13	17	14	79.6	20
2522	21	16	21	16	75.2	20
2523	10	6	10	6	77.2	20
2524	14	12	14	12	71.05	20
2525	12	9	12	9	78.45	20
2526	16	14	16	14	81.6	20
2527	20	15	20	15	81.6	20
2528	8	5	8	5	81.0	20
2529	12	7	12	7	80.4	20
2530	16	14	16	14	78.0	20
2531	21	15	21	15	82.0	20
2532	11	10	11	10	82.0	20
2533	20	15	20	17	81.6	20
2534	12	8	12	8	80.0	20
2535	13	10	13	10	80.4	20
2536	11	9	11	9	79.05	20
2537	12	12	12	12	80.8	20
2538	15	11	15	11	78.8	20
2539	15	12	15	12	79.6	20
2540	7	6	7	6	80.4	20
2541	15	12	15	13	81.2	20
2542	12	9	12	9	81.6	20
2543	23	18	23	18	81.95	20
2544	9	7	9	7	82.0	20
2545	16	12	16	12	80.45	20
2546	9	7	9	7	79.35	20
2547	15	12	15	12	82.0	20
2548	6	4	6	4	79.8	20
2549	11	10	11	10	80.4	20
2550	12	9	12	9	81.6	20
2551	28	12	28	27	81.6	20
2552	12	10	12	10	82.0	20
2553	12	10	12	10	80.8	20
2554	16	13	16	13	82.0	20
2555	13	12	13	12	81.65	20
2556	8	6	8	6	80.05	20
2557	14	11	14	11	81.6	20
2558	6	5	6	5	74.3	20
2559	12	10	12	11	80.45	20
2560	10	10	10	10	77.1	20
2561	13	13	13	13	82.0	20
2562	11	8	11	8	81.6	20
2563	16	10	16	10	80.45	20
2564	13	13	13	13	79.35	20
2565	42	14	42	40	81.6	20
2566	14	13	14	13	81.6	20
2567	18	15	18	15	82.0	20
2568	13	11	13	11	81.6	20
2569	13	11	13	11	82.0	20
2570	12	12	12	12	81.6	20
2571	14	12	14	12	81.6	20
2572	12	10	12	10	82.0	20
2573	10	10	10	10	82.0	20
2574	20	16	20	16	77.1	20
2575	14	11	14	12	81.6	20
2576	14	12	14	13	80.8	20
2577	16	14	16	14	80.8	20
2578	15	12	15	12	81.6	20
2579	14	9	14	9	81.25	20
2580	17	15	17	15	77.95	20
2581	10	8	10	8	72.75	20
2582	16	9	16	9	59.75	20
2583	18	17	18	17	49.7	20
2584	19	15	19	15	49.55	20
2585	10	8	10	8	49.7	20
2586	12	12	12	12	50.0	20
2587	21	15	21	15	47.35	20
2588	11	8	11	8	49.1	20
2589	13	10	13	10	50.0	20
2590	13	10	13	10	45.416666666666664	12
2591	24	13	24	14	43.5	20
2592	14	12	14	12	73.6923076923077	13
2593	6	6	6	6	38.5	20
2594	13	12	13	12	47.0	2
2595	13	12	13	12	43.06666666666667	15
2596	19	16	19	16	26.7	20
2597	16	14	16	14	97.0	11
2598	16	12	16	12	25.15	20
2599	15	9	15	9	54.5	20
2600	15	11	15	11	98.5	20
2601	15	15	15	15	99.45	20
2602	11	8	11	8	100.7	20
2603	18	17	18	17	98.05	20
2604	18	14	18	14	70.86666666666666	15
2605	13	8	13	8	40.85	20
2606	15	12	15	12	40.85	20
2607	17	10	17	10	39.65	20
2608	13	9	13	9	44.85	20
2609	19	13	19	13	50.0	20
2610	20	18	20	18	50.25	20
2611	16	13	16	13	54.05	20
2612	10	7	10	7	82.05	20
2613	12	11	12	11	88.6	20
2614	20	15	20	15	88.6	20
2615	16	14	16	14	88.6	20
2616	15	12	15	12	86.35	20
2617	14	12	14	12	83.15	20
2618	19	16	19	16	88.6	20
2619	7	7	7	7	88.25	20
2620	16	11	16	11	89.0	20
2621	11	7	11	7	88.6	20
2622	7	6	7	6	83.85	20
2623	21	15	21	15	81.9	20
2624	18	14	18	14	89.0	20
2625	16	15	16	15	87.9	20
2626	17	13	17	15	85.9	20
2627	13	11	13	11	88.6	20
2628	10	7	10	7	87.45	20
2629	17	13	17	13	89.0	20
2630	12	9	12	9	88.2	20
2631	18	14	18	14	87.45	20
2632	22	20	22	20	88.3	20
2633	15	14	15	14	85.25	20
2634	9	8	9	8	74.3	20
2635	8	5	8	5	61.5	20
2636	11	10	11	10	46.65	20
2637	12	8	12	8	42.0	20
2638	11	11	11	11	40.35	20
2639	20	11	20	11	35.0	20
2640	13	11	13	12	32.45	20
2641	17	14	17	14	41.375	8
2642	16	12	16	12	26.05	20
2643	12	9	12	9	24.25	20
2644	11	9	11	9	48.0	1
2645	11	11	11	11	56.55	20
2646	13	13	13	13	34.0	1
2647	16	11	16	11	56.55	20
2648	21	17	21	17	75.5	20
2649	10	8	10	8	87.85	20
2650	13	8	13	8	89.0	20
2651	10	9	10	9	87.1	20
2652	17	11	17	13	88.2	20
2653	17	13	17	13	88.2	20
2654	15	11	15	12	88.35	20
2655	9	8	9	8	57.5	20
2656	15	13	15	13	55.8	20
2657	12	11	12	11	57.27272727272727	11
2658	12	8	12	8	30.7	20
2659	10	8	10	8	96.2	20
2660	18	17	18	17	35.1	20
2661	15	12	15	12	49.0	20
2662	10	5	10	5	35.05	20
2663	11	8	11	8	30.2	20
2664	10	8	10	8	30.0	3
2665	23	16	23	16	69.1	20
2666	18	14	18	14	96.6	20
2667	9	7	9	7	76.4	20
2668	20	18	20	18	69.7	20
2669	17	13	17	13	43.9375	16
2670	12	11	12	11	19.4	20
2671	12	11	12	11	60.357142857142854	14
2672	10	9	10	9	16.933333333333334	15
2673	10	6	10	6	49.35	20
2674	19	16	19	16	89.75	20
2675	17	14	17	14	88.75	20
2676	19	17	19	17	90.6	20
2677	13	12	13	12	87.95	20
2678	10	8	10	8	88.9	20
2679	10	7	10	7	92.05	20
2680	11	10	11	10	88.7	20
2681	22	20	22	20	88.75	20
2682	17	15	17	16	62.8	20
2683	12	9	12	9	37.6875	16
2684	12	8	12	8	52.7	20
2685	8	7	8	7	95.25	20
2686	20	18	20	18	95.8	20
2687	17	14	17	14	96.2	20
2688	13	10	13	10	89.15	20
2689	12	9	12	9	50.083333333333336	12
2690	13	11	13	11	39.75	20
2691	14	8	14	8	51.35	20
2692	19	15	19	15	79.45	20
2693	18	16	18	16	81.0	20
2694	12	9	12	9	78.36842105263158	19
2695	30	10	30	25	41.6	20
2696	13	10	13	10	40.65	20
2697	8	5	8	5	64.6	20
2698	14	14	14	14	93.45	20
2699	16	13	16	13	99.6	20
2700	12	11	12	11	95.45	20
2701	11	10	11	10	99.6	20
2702	5	3	5	3	98.3	20
2703	12	11	12	11	98.4	20
2704	18	14	18	14	98.8	20
2705	18	16	18	16	100.0	20
