ID	HighScore	NoOfUsersWithHighScore	NoOfReadsinPuzzle	NoOfUsableReadsinPuzzle	UserPercentDifferntToBWA	MeanPercentOfReadsDifferent
3398	1589	2	20	20	100	10.0
3399	1604	14	20	20	0	0
3400	1572	4	20	20	0	0
3401	1612	14	20	20	0	0
3402	1620	6	20	20	0	0
3403	1604	8	20	20	0	0
3404	1612	7	20	20	0	0
3405	1591	5	20	20	100	15.0
3406	1597	1	20	20	100	5.0
3407	1620	10	20	20	0	0
3408	1604	4	20	20	0	0
3409	1620	6	20	20	0	0
3410	1572	10	20	20	0	0
3411	1620	12	20	20	0	0
3412	1612	7	20	20	0	0
3413	1620	10	20	20	0	0
3414	1532	10	20	20	0	0
3415	1607	6	20	20	16	5.0
3416	1620	13	20	20	0	0
3417	1604	13	20	20	0	0
3418	1604	11	20	20	0	0
3419	1580	7	20	20	0	0
3420	1597	4	20	20	100	5.0
3421	1613	9	20	20	100	5.0
3422	1604	12	20	20	0	0
3423	1605	5	20	20	100	5.0
3424	1620	11	20	20	0	0
3425	1620	12	20	20	0	0
3426	1620	11	20	20	0	0
3427	1606	6	20	20	100	10.0
3428	1621	6	20	20	100	5.0
3429	1612	16	20	20	0	0
3430	1535	3	20	20	100	5.0
3431	1504	9	20	20	0	0
3432	1512	9	20	20	0	0
3433	1495	5	20	20	0	0
3434	1420	8	20	20	0	0
3435	1420	7	20	20	0	0
3436	1390	6	20	20	100	10.0
3437	1396	7	20	20	0	0
3438	1420	8	20	20	0	0
3439	1415	8	20	20	0	0
3440	1285	15	20	20	0	0
3441	1220	2	20	20	0	0
3442	1014	3	20	20	100	5.0
3443	532	5	20	20	100	100.0
3444	540	5	20	20	100	100.0
3445	530	2	20	20	100	100.0
3446	579	1	20	20	100	100.0
3447	538	2	20	20	100	95.0
3448	543	2	20	20	100	90.0
3449	550	2	20	20	100	85.0
3450	540	3	20	20	100	100.0
3451	547	7	20	20	100	100.0
3452	540	6	20	20	100	100.0
3453	540	7	20	20	100	100.0
3454	554	1	20	20	100	100.0
3455	536	4	20	20	100	100.0
3456	535	3	20	20	100	100.0
3457	513	5	19	19	100	100.0
3458	1744	3	20	20	100	5.0
3459	1916	10	20	20	0	0
3460	136	1	15	11	100	9.0
3461	637	3	20	20	100	90.0
3462	1670	3	20	20	100	5.0
3463	1734	3	20	20	100	10.0
3464	1019	5	18	18	100	83.0
3465	1252	2	20	20	100	40.0
3466	1940	9	20	20	0	0
3467	477	18	6	6	0	0
3468	1055	2	20	20	100	10.0
3469	1707	5	20	20	100	5.0
3470	628	3	11	11	100	27.0
3471	1390	2	20	20	100	15.0
3472	1202	3	20	18	100	16.0
3473	803	1	13	13	100	30.0
3474	449	3	20	18	100	16.0
3475	800	1	16	12	100	91.0
3476	1385	1	20	20	100	60.0
3477	1614	2	20	20	100	7.5
3478	1611	5	20	20	0	0
3479	797	7	14	14	100	58.0
3480	966	2	20	20	100	85.0
3481	1688	6	20	20	100	5.0
3482	1819	4	20	20	100	25.0
3483	1440	3	20	20	100	5.0
3484	1372	3	20	20	100	25.0
3485	456	1	10	10	100	80.0
3486	1520	1	20	20	100	30.0
3487	1128	5	20	18	100	5.0
3488	346	8	4	4	100	25.0
3489	882	4	20	20	100	65.0
3490	505	2	20	20	100	35.0
3491	294	2	8	8	100	87.0
3492	260	2	20	16	100	25.0
3493	771	1	20	16	100	18.0
3494	150	3	3	3	100	100.0
3495	1016	1	20	20	100	100.0
3496	991	1	20	20	100	80.0
3497	1144	2	20	20	100	25.0
3498	1375	7	20	20	100	10.0
3499	1637	1	20	20	100	30.0
3500	1020	12	20	20	100	15.0
3501	112	12	2	2	100	50.0
3502	1058	1	20	20	100	30.0
3503	1849	5	20	20	100	5.0
3504	1866	8	20	20	100	10.0
3505	1900	13	20	20	0	0
3506	1819	12	20	20	0	0
3507	1015	1	20	20	100	65.0
3508	24	5	14	14	100	7.0
3509	1259	2	20	20	100	15.0
3510	1795	6	20	20	0	0
3511	1512	9	20	20	100	5.0
3512	200	1	5	5	100	100.0
3513	1154	2	20	20	100	35.0
3514	841	8	20	20	0	0
3515	1090	14	19	19	0	0
3516	720	16	20	20	0	0
3517	522	4	9	9	100	11.0
3518	240	1	20	12	100	8.0
3519	37	1	1	1	100	100.0
3520	478	2	20	20	100	40.0
3521	734	4	20	20	100	27.5
3522	697	5	20	20	100	25.0
3523	524	2	20	18	100	27.0
3524	760	7	20	20	100	19.285714285714285
3525	819	7	20	20	100	17.142857142857142
3526	818	6	20	20	100	38.333333333333336
3527	765	6	20	20	83	35.0
3528	938	2	20	20	100	40.0
3529	1176	1	20	20	100	65.0
3530	1612	4	20	20	100	100.0
3531	1451	1	20	20	100	85.0
3532	1503	1	20	20	100	100.0
3533	1603	3	20	20	100	98.33333333333333
3534	1568	2	20	20	100	100.0
3535	1573	6	20	20	100	100.0
3536	628	2	20	20	100	75.0
3537	250	1	8	8	100	87.0
3538	425	1	20	20	100	40.0
3539	641	1	20	20	100	60.0
3540	467	11	20	20	100	23.636363636363637
3541	495	1	20	18	100	44.0
3542	690	1	20	20	100	65.0
3543	771	1	20	20	100	70.0
3544	769	5	20	20	100	58.0
3545	669	3	20	20	100	43.333333333333336
3546	774	2	20	20	100	47.5
3547	1352	1	20	20	100	95.0
3548	1342	7	20	20	100	65.0
3549	1343	3	20	20	100	90.0
3550	1369	4	20	20	100	72.5
3551	1394	8	20	20	100	78.75
3552	1364	1	20	20	100	100.0
3553	1161	4	20	20	100	71.25
3554	836	4	20	20	100	95.0
3555	771	1	20	20	100	100.0
3556	492	4	14	14	100	100.0
3557	1300	2	20	20	100	75.0
3558	1962	5	20	20	100	59.0
3559	1819	3	20	20	100	88.33333333333333
3560	212	2	4	4	100	100.0
3561	321	3	15	13	100	7.0
3562	665	10	16	16	0	0
3563	494	8	18	16	0	0
3564	956	1	20	20	100	40.0
3565	1924	13	20	20	0	0
3566	1814	5	20	20	100	5.0
3567	1752	6	20	20	0	0
3568	598	1	13	13	100	30.0
3569	885	3	20	20	100	15.0
3570	1310	20	20	20	0	0
3571	279	1	7	7	100	71.0
3572	912	1	20	20	100	25.0
3573	1550	3	20	20	100	15.0
3574	1757	2	20	20	100	5.0
3575	1748	12	20	20	100	10.0
3576	1637	6	20	20	100	10.0
3577	920	1	11	11	0	0
3578	710	2	20	20	100	40.0
3579	1575	4	20	20	100	5.0
3580	1779	7	20	20	0	0
3581	1901	6	20	20	100	10.0
3582	701	11	13	13	0	0
3583	328	2	20	20	100	5.0
3584	1691	6	20	20	100	15.0
3585	1909	3	20	20	100	5.0
3586	1932	7	20	20	0	0
3587	1180	1	20	20	100	55.0
3588	40	13	1	1	100	100.0
3589	1414	5	20	20	100	5.0
3590	481	2	9	9	100	22.0
3591	422	2	20	16	100	31.0
3592	165	1	4	4	100	100.0
3593	386	21	13	11	100	9.0
3594	1065	3	20	20	100	25.0
3595	1925	9	20	20	100	5.0
3596	1863	3	20	20	100	15.0
3597	1031	5	19	15	100	33.0
3598	776	1	20	20	100	15.0
3599	1156	16	17	17	0	0
3600	877	4	20	20	100	10.0
3601	485	13	8	8	0	0
3602	922	2	20	20	100	65.0
3603	1148	4	18	18	0	0
3604	560	2	20	18	100	22.0
3605	275	17	4	4	0	0
3606	542	1	20	18	100	11.0
3607	116	4	2	2	100	100.0
3608	324	1	20	20	100	15.0
3609	159	8	2	2	0	0
3610	219	1	20	16	100	18.0
3611	823	10	14	12	0	0
3612	341	1	18	16	100	6.0
3613	745	18	19	13	100	23.0
3614	1648	3	20	20	100	70.0
3615	154	2	5	5	100	100.0
3616	99	4	19	15	0	0
3617	642	2	20	20	100	35.0
3618	1735	3	20	20	100	98.33333333333333
3619	1745	8	20	20	100	94.375
3620	584	3	9	9	100	55.0
3621	832	5	20	20	100	50.0
3622	2056	8	20	20	100	100.0
3623	1663	10	20	20	100	85.0
3624	692	3	14	12	100	83.0
3625	746	1	20	20	100	100.0
3626	740	1	20	20	100	100.0
3627	729	1	20	20	100	100.0
3628	651	1	20	20	100	100.0
3629	868	1	20	20	100	70.0
3630	1445	4	20	20	100	6.25
3631	1725	12	20	20	0	0
3632	1721	10	20	20	100	10.0
3633	1587	1	20	20	100	20.0
3634	1666	7	20	20	0	0
3635	1370	10	20	18	0	0
3636	1557	6	20	20	100	10.0
3637	1717	6	20	20	100	20.0
3638	1740	9	20	20	0	0
3639	1758	5	20	20	100	10.0
3640	1757	9	20	20	100	5.0
3641	1696	11	20	20	100	10.0
3642	1280	1	20	20	100	5.0
3643	969	3	20	20	100	88.33333333333333
3644	208	12	4	4	100	100.0
3645	356	5	20	20	100	30.0
3646	550	4	9	9	100	57.75
3647	525	2	20	14	100	14.0
3648	297	1	8	8	100	87.0
3649	1103	2	20	20	100	15.0
3650	1835	10	20	20	100	5.0
3651	1806	6	20	20	100	5.0
3652	872	2	17	17	100	47.0
3653	363	1	20	18	100	11.0
3654	224	3	5	5	100	20.0
3655	442	1	20	20	100	5.0
3656	1020	2	19	19	100	60.0
3657	531	1	20	18	100	16.0
3658	55	4	1	1	100	100.0
3659	528	2	20	20	100	10.0
3660	874	6	12	12	0	0
3661	681	1	20	20	100	15.0
3662	574	13	15	15	0	0
3663	1012	1	20	20	100	10.0
3664	986	8	16	14	0	0
3665	301	9	20	18	100	16.0
3666	259	2	6	4	100	50.0
3667	219	1	20	20	100	15.0
3668	759	2	13	13	100	42.0
3669	852	1	20	20	100	25.0
3670	1924	12	20	20	0	0
3671	637	7	10	10	0	0
3672	474	3	20	18	100	27.0
3673	59	1	2	2	100	100.0
3674	442	3	20	16	100	12.0
3675	52	2	1	1	100	100.0
3676	366	2	20	16	100	18.0
3677	45	5	1	1	100	100.0
3678	350	1	20	20	100	20.0
3679	2081	1	20	20	100	75.0
3680	2060	12	20	20	100	55.0
3681	2082	10	20	20	100	80.0
3682	2024	8	20	20	100	80.0
3683	1536	10	20	20	100	50.0
3684	1083	2	20	20	100	32.5
3685	1060	13	20	20	0	0
3686	328	1	6	6	100	16.0
3687	816	2	20	20	100	20.0
3688	1392	10	20	18	0	0
3689	808	3	14	14	100	78.0
3690	209	9	16	16	100	17.333333333333332
3691	382	1	20	16	100	12.0
3692	46	4	1	1	100	100.0
3693	130	1	13	13	100	7.0
3694	342	1	20	20	100	25.0
3695	1475	6	20	20	0	0
3696	357	3	8	8	100	37.0
3697	434	9	13	13	0	0
3698	773	5	19	19	100	5.0
3699	748	2	20	20	100	25.0
3700	882	13	15	15	0	0
3701	777	4	20	18	100	16.0
3702	698	3	9	9	100	11.0
3703	983	2	20	20	100	20.0
3704	770	2	14	12	100	8.0
3705	311	11	20	20	100	10.0
3706	326	4	8	8	100	37.0
3707	490	1	20	20	100	10.0
3708	801	5	18	18	0	0
3709	674	6	14	14	0	0
3710	93	1	18	14	100	7.0
3711	133	5	17	15	0	0
3712	831	1	20	20	100	10.0
3713	1811	4	20	20	0	0
3714	1144	9	20	20	0	0
3715	1097	2	20	20	100	60.0
3716	1044	10	20	16	100	6.0
3717	180	3	5	5	100	60.0
3718	1514	2	20	20	100	20.0
3719	1625	10	20	20	0	0
3720	580	10	11	11	0	0
3721	1247	2	20	20	100	5.0
3722	1023	2	13	11	100	13.5
3723	932	12	18	18	0	0
3724	648	11	20	20	100	45.0
3725	223	2	8	8	100	25.0
3726	838	1	20	18	100	38.0
3727	1167	3	20	20	100	5.0
3728	41	8	3	3	100	33.0
3729	1821	13	20	20	100	100.0
3730	1916	9	20	20	100	100.0
3731	1722	3	20	20	100	60.0
3732	1853	8	20	20	100	5.0
3733	1600	8	20	20	100	5.0
3734	139	2	3	3	100	100.0
3735	827	1	20	20	100	100.0
3736	1057	1	20	20	100	35.0
3737	1660	6	20	20	100	10.0
3738	1885	10	20	20	100	5.0
3739	1848	8	20	20	100	20.0
3740	1908	10	20	20	0	0
3741	1919	13	20	20	100	5.0
3742	1916	10	20	20	0	0
3743	1877	10	20	20	100	5.0
3744	1909	2	20	20	100	5.0
3745	1803	10	20	18	0	0
3746	1303	3	20	18	100	33.0
3747	996	1	20	20	100	30.0
3748	1022	1	20	18	100	100.0
3749	186	2	6	6	100	100.0
3750	529	16	15	15	100	6.0
3751	1248	1	20	20	100	45.0
3752	1844	9	20	20	0	0
3753	1925	2	20	20	100	5.0
3754	1835	6	20	20	0	0
3755	1903	5	20	20	100	5.0
3756	1231	1	20	20	100	25.0
3757	628	1	20	20	100	100.0
3758	1010	2	20	20	100	15.0
3759	1719	11	20	20	100	5.0
3760	1756	9	20	20	0	0
3761	1510	4	20	20	100	5.0
3762	660	1	14	14	100	42.0
3763	825	10	20	20	100	50.0
3764	1461	8	20	20	100	80.0
3765	232	4	6	6	100	100.0
3766	829	3	20	18	100	66.0
3767	469	11	6	6	0	0
3768	504	2	20	20	100	60.0
3769	1584	7	20	20	100	90.0
3770	1775	2	20	20	100	15.0
3771	1932	16	20	20	0	0
3772	291	11	3	3	0	0
3773	1485	1	20	20	100	20.0
3774	1846	3	20	20	100	10.0
3775	1718	20	20	20	0	0
3776	769	3	18	18	100	22.0
3777	1088	1	20	20	100	15.0
3778	1657	8	20	20	100	10.0
3779	1416	2	20	20	100	5.0
3780	834	1	18	18	100	61.0
3781	568	3	20	20	100	15.0
3782	1122	9	20	20	0	0
3783	34	4	1	1	100	100.0
3784	332	2	20	20	100	10.0
3785	35	2	1	1	100	100.0
3786	1075	2	20	20	100	25.0
3787	1741	8	20	20	100	90.0
3788	1394	8	19	19	100	78.0
3789	40	2	18	14	0	0
3790	1950	6	20	18	100	81.0
3791	1599	3	20	20	100	95.0
3792	1120	3	20	20	100	100.0
3793	1088	2	20	20	100	100.0
3794	1140	4	20	20	100	100.0
3795	858	7	15	15	100	100.0
3796	976	5	20	18	100	44.0
3797	853	2	10	10	100	20.0
3798	294	10	20	16	0	0
3799	122	2	4	2	100	100.0
3800	662	4	20	18	100	5.0
3801	539	12	6	6	0	0
3802	1681	2	20	20	100	30.0
3803	1924	12	20	20	0	0
3804	642	5	12	12	100	66.0
3805	1079	4	20	20	100	15.0
3806	1437	2	20	20	100	10.0
3807	221	12	4	4	0	0
3808	1012	3	20	20	100	75.0
3809	1710	5	20	20	100	46.0
3810	1012	5	20	20	100	27.0
3811	156	1	4	4	100	100.0
3812	924	1	20	20	100	40.0
3813	1410	5	20	20	100	5.0
3814	272	1	8	8	0	0
3815	1010	6	20	20	0	0
3816	1230	7	14	14	0	0
3817	553	4	20	20	100	15.0
3818	1178	4	17	17	100	5.0
3819	395	1	20	18	100	5.0
3820	951	14	17	17	0	0
3821	514	1	20	18	100	22.0
3822	867	10	17	17	0	0
3823	1202	4	20	20	100	100.0
3824	1555	4	20	20	100	15.0
3825	1146	1	20	18	100	44.0
3826	1470	8	20	20	0	0
3827	962	3	20	20	100	90.0
3828	264	1	6	6	100	100.0
3829	1811	8	20	18	100	5.0
3830	1361	1	19	19	100	57.0
3831	963	13	20	18	0	0
3832	1578	3	20	20	0	0
3833	1312	1	20	20	100	30.0
3834	76	7	2	2	100	100.0
3835	572	9	15	7	0	0
3836	361	1	17	15	100	26.0
3837	745	1	20	18	100	11.0
3838	417	9	8	8	0	0
3839	808	4	20	20	100	25.0
3840	469	5	9	9	0	0
3841	1469	3	20	20	100	5.0
3842	1553	8	20	20	100	60.0
3843	1997	5	20	20	100	86.0
3844	1024	2	18	18	100	27.0
3845	843	2	20	20	100	60.0
3846	1127	6	18	18	100	66.0
3847	1014	1	20	20	100	75.0
3848	1524	7	20	18	0	0
3849	1513	11	20	20	100	5.0
3850	437	4	12	12	100	20.5
3851	300	2	7	7	100	57.0
3852	464	2	20	16	100	18.0
3853	622	9	9	9	100	77.0
3854	223	1	20	20	100	20.0
3855	1513	17	20	20	0	0
3856	382	2	9	9	100	44.0
3857	1378	9	20	20	100	85.0
3858	872	1	20	10	0	0
3859	437	1	11	1	100	100.0
3860	1226	2	20	20	100	45.0
3861	1750	13	20	20	100	83.84615384615384
3862	1688	12	20	20	75	7.222222222222222
3863	334	1	10	8	100	75.0
3864	1137	1	20	20	100	65.0
3865	1826	2	20	20	100	12.5
3866	1924	11	20	20	0	0
3867	1925	6	20	20	100	5.0
3868	1298	1	20	20	0	0
3869	360	1	10	10	100	60.0
3870	1084	1	20	20	100	100.0
3871	1785	1	20	20	100	100.0
3872	1824	11	20	20	100	100.0
3873	944	3	16	16	100	12.0
3874	782	1	20	20	100	90.0
3875	1555	12	20	20	0	0
3876	1701	2	20	20	100	5.0
3877	1151	9	20	20	0	0
3878	62	2	2	2	100	100.0
3879	221	5	15	13	100	7.0
3880	559	3	20	18	100	5.0
3881	51	3	1	1	100	100.0
3882	673	10	20	0	0	0
3883	1064	1	20	20	100	100.0
3884	698	7	20	20	100	5.0
3885	1154	9	15	15	0	0
3886	398	1	20	20	100	20.0
3887	1598	11	20	20	100	5.0
3888	152	4	3	3	100	66.0
3889	1035	9	20	16	0	0
3890	711	12	10	10	0	0
3891	238	3	13	13	100	7.0
3892	293	1	20	18	100	33.0
3893	1975	7	20	20	100	87.14285714285714
3894	431	3	9	9	100	100.0
3895	609	2	20	20	100	30.0
3896	656	7	20	18	100	33.0
3897	47	16	1	1	0	0
3898	237	1	20	18	100	33.0
3899	776	10	15	15	0	0
3900	1021	3	20	20	100	55.0
3901	1986	6	20	20	100	90.83333333333333
3902	1055	5	20	20	100	49.0
3903	212	6	4	4	100	100.0
3904	1226	3	20	20	100	25.0
3905	1052	9	20	20	0	0
3906	1733	5	20	20	100	5.0
3907	746	2	15	13	100	53.0
3908	1549	15	20	20	0	0
3909	762	16	17	17	0	0
3910	533	3	16	16	100	6.0
3911	561	2	20	18	100	5.0
3912	424	1	8	8	100	50.0
3913	743	4	20	20	0	0
3914	1246	1	20	20	100	5.0
3915	37	8	1	1	100	100.0
3916	923	1	20	20	100	25.0
3917	1417	6	20	20	100	5.0
3918	1227	1	20	18	100	22.0
3919	148	1	5	5	100	100.0
3920	1098	1	20	20	100	55.0
3921	1845	2	20	20	100	10.0
3922	1790	6	20	20	100	5.0
3923	1449	5	20	20	0	0
3924	285	1	7	7	100	42.0
3925	1268	2	20	18	100	55.0
3926	1221	9	20	18	0	0
3927	757	4	12	12	100	8.0
3928	768	1	20	20	100	90.0
3929	849	1	20	20	100	35.0
3930	1074	6	20	20	100	5.0
3931	1690	9	20	20	100	5.0
3932	1806	2	20	20	100	10.0
3933	1932	9	20	20	0	0
3934	1906	6	20	20	100	10.0
3935	1871	7	20	20	100	25.0
3936	1878	4	20	20	100	15.0
3937	1849	9	20	20	100	15.0
3938	1167	5	20	20	100	15.0
3939	820	1	20	20	100	100.0
3940	144	2	3	3	100	100.0
3941	1520	8	20	20	0	0
3942	1617	15	20	20	0	0
3943	1334	10	20	20	0	0
3944	1609	7	20	20	0	0
3945	1271	8	20	20	0	0
3946	237	1	6	6	100	66.0
3947	430	1	20	20	100	35.0
3948	431	2	9	9	100	66.0
3949	521	3	20	18	100	5.0
3950	670	6	15	13	100	7.0
3951	358	1	20	20	100	30.0
3952	597	12	9	9	0	0
3953	517	2	20	20	100	7.5
3954	510	7	19	19	0	0
3955	392	1	20	20	100	10.0
3956	663	7	15	15	0	0
3957	1186	3	20	20	100	55.0
3958	1975	10	20	20	100	80.0
3959	1902	4	20	20	100	71.25
3960	1932	7	20	16	100	77.28571428571429
3961	337	2	9	9	100	55.0
3962	1586	3	20	20	100	5.0
3963	1245	7	20	20	0	0
3964	1730	6	20	20	0	0
3965	1452	3	20	20	100	15.0
3966	762	2	20	20	100	80.0
3967	83	7	2	2	100	100.0
3968	1067	1	20	20	100	20.0
3969	1722	6	20	20	100	15.0
3970	1916	7	20	20	0	0
3971	1900	10	20	20	0	0
3972	1892	9	20	20	0	0
3973	1540	3	20	20	100	20.0
3974	360	1	11	11	100	100.0
3975	954	1	20	20	100	40.0
3976	1750	4	20	20	100	10.0
3977	1764	13	20	20	0	0
3978	1702	4	20	20	0	0
3979	869	2	16	16	100	12.0
3980	1463	1	20	20	100	10.0
3981	1916	7	20	20	0	0
3982	1903	9	20	20	100	5.0
3983	1868	12	20	20	0	0
3984	613	1	15	15	100	53.0
3985	672	1	20	20	100	35.0
3986	1634	10	20	20	100	5.0
3987	422	1	11	11	100	54.0
3988	917	1	20	20	100	50.0
3989	1156	12	20	18	0	0
3990	553	1	9	9	100	33.0
3991	806	2	20	20	100	5.0
3992	599	1	19	19	0	0
3993	887	1	20	20	100	25.0
3994	1307	2	20	20	100	10.0
3995	407	3	8	8	100	50.0
3996	736	5	20	20	100	15.0
3997	161	3	4	4	100	25.0
3998	951	3	20	20	100	25.0
3999	1764	4	20	20	0	0
4000	1199	3	20	16	100	6.0
4001	488	4	8	8	100	100.0
4002	634	2	20	20	100	5.0
4003	1015	16	15	15	100	13.0
4004	228	11	13	7	0	0
4005	1531	1	20	20	100	30.0
4006	1671	3	20	20	100	10.0
4007	1716	6	20	20	0	0
4008	1604	11	20	20	18	5.0
4009	1719	11	20	20	0	0
4010	1077	4	20	20	100	60.0
4011	48	10	1	1	100	100.0
4012	627	1	20	20	100	30.0
4013	567	12	20	20	0	0
4014	433	1	10	10	100	80.0
4015	1407	3	20	20	100	20.0
4016	1157	5	20	20	100	50.0
4017	1778	8	20	20	100	100.0
4018	1071	2	20	20	100	80.0
4019	78	1	2	2	100	100.0
4020	417	2	20	20	100	15.0
4021	992	8	16	16	100	6.0
4022	33	3	12	8	0	0
4023	276	3	20	14	100	18.666666666666668
4024	39	5	1	1	100	100.0
4025	1401	7	20	20	0	0
4026	1579	6	20	20	100	10.0
4027	1139	2	19	19	100	42.0
4028	949	3	20	20	100	76.66666666666667
4029	1376	1	20	20	100	15.0
4030	1429	4	20	20	100	100.0
4031	931	8	20	20	100	35.0
4032	41	3	1	1	100	100.0
4033	919	3	20	20	100	100.0
4034	1038	4	20	20	100	40.0
4035	1184	3	20	20	0	0
4036	110	7	2	2	100	100.0
4037	563	5	20	20	100	20.0
4038	891	2	20	18	100	38.0
4039	1787	14	20	18	100	5.0
4040	531	6	9	9	0	0
4041	971	6	20	20	100	15.0
4042	964	9	20	20	100	5.555555555555555
4043	533	1	13	13	100	30.0
4044	1450	1	20	20	100	50.0
4045	856	7	12	12	100	25.0
4046	663	2	20	18	100	38.0
4047	932	6	20	18	100	5.0
4048	882	1	20	20	100	35.0
4049	1893	5	20	20	100	75.0
4050	899	2	17	17	100	64.0
4051	1116	5	20	20	100	77.0
4052	938	10	20	20	0	0
4053	1081	4	17	17	100	5.0
4054	1158	1	20	20	100	100.0
4055	1864	2	20	20	100	100.0
4056	1148	18	20	18	100	61.0
4057	984	1	18	18	100	27.0
4058	1180	2	20	20	100	25.0
4059	178	8	20	20	0	0
4060	273	3	4	4	100	25.0
4061	1312	3	20	20	100	15.0
4062	1764	10	20	20	0	0
4063	1748	7	20	20	0	0
4064	1733	8	20	20	100	5.0
4065	1696	12	20	20	100	5.0
4066	933	1	20	18	0	0
4067	169	2	5	5	100	100.0
4068	931	2	20	20	100	72.5
4069	1503	9	20	20	100	5.0
4070	1589	7	20	20	100	5.0
4071	1604	6	20	20	0	0
4072	1580	14	20	20	0	0
4073	977	3	20	18	0	0
4074	696	2	17	17	100	52.0
4075	1231	5	20	20	20	5.0
4076	1924	11	20	20	100	70.0
4077	939	9	20	16	0	0
4078	96	2	20	20	100	10.0
4079	1396	5	20	18	100	83.0
4080	1748	6	20	20	0	0
4081	1580	1	20	16	0	0
4082	172	1	4	4	100	100.0
4083	375	2	20	18	100	5.0
4084	865	18	16	12	100	8.0
4085	379	1	20	20	100	5.0
4086	558	9	12	12	0	0
4087	400	11	14	14	90	28.0
4088	458	2	20	16	100	21.5
4089	546	12	7	7	0	0
4090	1471	3	20	20	100	10.0
4091	965	1	20	20	100	30.0
4092	1201	1	20	20	100	25.0
4093	1168	1	20	20	100	25.0
4094	1339	7	20	20	100	5.0
4095	1675	17	20	20	5	10.0
4096	1740	12	20	20	0	0
4097	1780	8	20	20	0	0
4098	1711	7	20	20	100	5.0
4099	1748	5	20	20	0	0
4100	1661	2	20	18	0	0
4101	881	6	20	20	100	5.0
4102	129	2	4	4	100	75.0
4103	760	4	20	20	100	45.0
4104	955	1	20	20	100	55.0
4105	1618	6	20	20	100	85.0
4106	1752	7	20	20	100	100.0
4107	1694	6	20	20	100	95.0
4108	1760	8	20	20	100	100.0
4109	1768	4	20	20	100	100.0
4110	1728	2	20	20	100	100.0
4111	1792	11	20	20	100	100.0
4112	1760	7	20	20	100	100.0
4113	1761	6	20	20	100	100.0
4114	1731	1	20	20	100	95.0
4115	1050	1	20	18	100	16.0
4116	948	1	20	20	100	65.0
4117	931	2	20	20	100	100.0
4118	240	6	5	5	100	100.0
4119	751	1	20	20	100	100.0
4120	1020	1	20	20	100	100.0
4121	725	1	20	20	100	100.0
4122	1079	2	20	20	100	40.0
4123	1316	3	20	20	100	35.0
4124	1474	10	20	20	100	85.0
4125	1474	2	20	20	100	100.0
4126	1505	6	20	20	100	100.0
4127	1319	2	20	20	100	90.0
4128	33	6	2	2	100	50.0
4129	537	10	19	17	100	5.0
4130	570	13	20	16	0	0
4131	748	12	12	12	0	0
4132	482	12	11	11	0	0
4133	156	5	17	15	0	0
4134	368	2	20	12	0	0
4135	326	5	5	5	100	60.0
4136	1086	1	20	20	100	40.0
4137	702	11	20	20	0	0
4138	1845	5	20	20	100	9.0
4139	962	1	20	20	100	55.0
4140	40	5	1	1	100	100.0
4141	852	7	20	20	100	5.0
4142	281	8	8	8	0	0
4143	482	1	20	18	100	22.0
4144	345	7	8	8	0	0
4145	698	1	20	20	100	35.0
4146	1891	9	20	20	0	0
4147	834	14	15	15	0	0
4148	1274	3	20	20	100	11.666666666666666
4149	2047	2	20	20	100	75.0
4150	2032	11	20	20	100	100.0
4151	1320	10	20	20	100	55.0
4152	407	1	9	9	100	33.0
4153	1330	3	20	20	100	55.0
4154	1318	1	20	20	100	25.0
4155	1503	2	20	20	100	95.0
4156	1710	2	20	20	100	95.0
4157	1744	3	20	20	100	100.0
4158	1653	6	20	20	100	95.0
4159	1764	10	20	20	100	100.0
4160	1760	4	20	20	100	80.0
4161	1422	8	20	20	0	0
4162	30	16	1	1	6	100.0
4163	312	7	20	18	0	0
4164	232	3	5	5	100	60.0
4165	637	3	20	18	100	5.0
4166	603	5	8	8	100	12.0
4167	963	4	20	18	0	0
4168	57	19	1	1	100	100.0
4169	1043	3	20	20	100	15.0
4170	1698	7	20	20	0	0
4171	756	4	14	14	100	35.0
4172	1438	1	20	20	100	50.0
4173	1599	5	20	20	100	5.0
4174	1477	4	20	20	100	5.0
4175	284	2	7	7	100	100.0
4176	976	1	20	20	100	25.0
4177	1463	14	20	20	0	0
4178	1716	5	20	20	100	70.0
4179	1085	1	16	16	100	81.0
4180	1444	4	20	20	100	35.0
4181	1853	2	20	20	100	5.0
4182	1886	3	20	20	100	10.0
4183	1630	11	20	20	0	0
4184	120	3	3	3	100	100.0
4185	571	2	20	20	100	55.0
4186	2032	2	20	20	100	80.0
4187	1840	13	20	20	100	90.0
4188	515	7	10	10	100	48.57142857142857
4189	863	4	20	20	100	5.0
4190	901	12	12	12	0	0
4191	1047	3	20	20	100	45.0
4192	1843	7	20	20	0	0
4193	1556	5	20	20	0	0
4194	418	2	11	11	100	81.0
4195	1021	2	20	18	100	13.5
4196	1525	8	20	20	100	5.0
4197	861	1	16	16	100	31.0
4198	947	1	20	20	100	25.0
4199	1932	7	20	20	0	0
4200	1499	1	20	20	100	5.0
4201	257	1	6	6	100	16.0
4202	777	1	20	16	0	0
4203	384	1	9	9	100	44.0
4204	316	4	20	18	25	5.0
4205	804	1	11	11	100	18.0
4206	809	1	20	20	100	35.0
4207	1447	8	20	20	0	0
4208	136	2	4	4	100	100.0
4209	1187	1	20	20	100	25.0
