date	userType	sessions	users	sessionDuration	avgSessionDuration
20131017	New Visitor	56	56	33251.0	593.7678571428571
20131018	New Visitor	68	68	51148.0	752.1764705882352
20131019	New Visitor	67	67	43603.0	650.7910447761194
20131020	New Visitor	48	48	35188.0	733.0833333333334
20131021	New Visitor	74	74	66074.0	892.8918918918919
20131022	New Visitor	36	36	22962.0	637.8333333333334
20131023	New Visitor	30	30	22739.0	757.9666666666667
20131024	New Visitor	32	32	36629.0	1144.65625
20131025	New Visitor	23	23	14406.0	626.3478260869565
20131026	New Visitor	23	23	22422.0	974.8695652173913
20131027	New Visitor	28	28	16002.0	571.5
20131028	New Visitor	38	38	30091.0	791.8684210526316
20131029	New Visitor	18	18	5551.0	308.3888888888889
20131030	New Visitor	17	17	10411.0	612.4117647058823
20131031	New Visitor	24	24	15817.0	659.0416666666666
20131101	New Visitor	23	23	13985.0	608.0434782608696
20131102	New Visitor	19	19	18014.0	948.1052631578947
20131103	New Visitor	19	19	34388.0	1809.8947368421052
20131104	New Visitor	39	39	34467.0	883.7692307692307
20131105	New Visitor	69	69	58113.0	842.2173913043479
20131106	New Visitor	105	105	64922.0	618.3047619047619
20131107	New Visitor	185	185	116717.0	630.9027027027028
20131108	New Visitor	115	115	94834.0	824.6434782608695
20131109	New Visitor	71	71	64488.0	908.2816901408451
20131110	New Visitor	766	766	447174.0	583.7780678851175
20131111	New Visitor	149	149	119479.0	801.8724832214765
20131112	New Visitor	86	86	53100.0	617.4418604651163
20131113	New Visitor	63	63	33024.0	524.1904761904761
20131114	New Visitor	65	65	38953.0	599.276923076923
20131115	New Visitor	40	40	33426.0	835.65
20131116	New Visitor	61	61	44671.0	732.311475409836
20131117	New Visitor	49	49	48751.0	994.9183673469388
20131118	New Visitor	64	64	43265.0	676.015625
20131119	New Visitor	38	38	25703.0	676.3947368421053
20131120	New Visitor	29	29	20818.0	717.8620689655172
20131121	New Visitor	29	29	23645.0	815.3448275862069
20131122	New Visitor	27	27	23499.0	870.3333333333334
20131123	New Visitor	22	22	10544.0	479.27272727272725
20131124	New Visitor	27	27	23436.0	868.0
20131125	New Visitor	25	25	12652.0	506.08
20131126	New Visitor	27	27	13188.0	488.44444444444446
20131127	New Visitor	49	49	36128.0	737.3061224489796
20131128	New Visitor	23	23	13714.0	596.2608695652174
20131129	New Visitor	42	42	36925.0	879.1666666666666
20131130	New Visitor	23	23	23544.0	1023.6521739130435
20131201	New Visitor	21	21	18413.0	876.8095238095239
20131202	New Visitor	34	34	14861.0	437.0882352941176
20131203	New Visitor	22	22	11109.0	504.95454545454544
20131204	New Visitor	25	25	14228.0	569.12
20131205	New Visitor	23	23	12783.0	555.7826086956521
20131206	New Visitor	24	24	15651.0	652.125
20131207	New Visitor	17	17	3489.0	205.23529411764707
20131208	New Visitor	23	23	15748.0	684.695652173913
20131209	New Visitor	24	24	17163.0	715.125
20131210	New Visitor	24	24	17132.0	713.8333333333334
20131211	New Visitor	18	18	12343.0	685.7222222222222
20131212	New Visitor	18	18	8352.0	464.0
20131213	New Visitor	16	16	15965.0	997.8125
20131214	New Visitor	12	12	8482.0	706.8333333333334
20131215	New Visitor	18	18	16978.0	943.2222222222222
20131216	New Visitor	14	14	5250.0	375.0
20131217	New Visitor	18	18	11620.0	645.5555555555555
20131218	New Visitor	18	18	16299.0	905.5
20131219	New Visitor	12	12	1874.0	156.16666666666666
20131220	New Visitor	18	18	11008.0	611.5555555555555
20131221	New Visitor	17	17	32848.0	1932.235294117647
20131222	New Visitor	9	9	3363.0	373.6666666666667
20131223	New Visitor	11	11	5166.0	469.6363636363636
20131224	New Visitor	12	12	7409.0	617.4166666666666
20131225	New Visitor	7	7	3996.0	570.8571428571429
20131226	New Visitor	6	6	6010.0	1001.6666666666666
20131227	New Visitor	14	14	1928.0	137.71428571428572
20131228	New Visitor	7	7	4408.0	629.7142857142857
20131229	New Visitor	7	7	2378.0	339.7142857142857
20131230	New Visitor	15	15	7347.0	489.8
20131231	New Visitor	15	15	15281.0	1018.7333333333333
20140101	New Visitor	6	6	2145.0	357.5
20140102	New Visitor	21	21	6595.0	314.04761904761904
20140103	New Visitor	12	12	3218.0	268.1666666666667
20140104	New Visitor	10	10	12666.0	1266.6
20140105	New Visitor	25	25	7823.0	312.92
20140106	New Visitor	16	16	17498.0	1093.625
20140107	New Visitor	18	18	9177.0	509.8333333333333
20140108	New Visitor	8	8	3884.0	485.5
20140109	New Visitor	14	14	7264.0	518.8571428571429
20140110	New Visitor	8	8	3565.0	445.625
20140111	New Visitor	9	9	9908.0	1100.888888888889
20140112	New Visitor	12	12	10890.0	907.5
20140113	New Visitor	16	16	15629.0	976.8125
20140114	New Visitor	14	14	7099.0	507.07142857142856
20140115	New Visitor	16	16	6429.0	401.8125
20140116	New Visitor	18	18	6387.0	354.8333333333333
20140117	New Visitor	11	11	1200.0	109.0909090909091
20140118	New Visitor	8	8	6859.0	857.375
20140119	New Visitor	11	11	3471.0	315.54545454545456
20140120	New Visitor	8	8	731.0	91.375
20140121	New Visitor	9	9	4345.0	482.77777777777777
20140122	New Visitor	8	8	2298.0	287.25
20140123	New Visitor	5	5	2061.0	412.2
20140124	New Visitor	8	8	119.0	14.875
20140125	New Visitor	49	49	27197.0	555.0408163265306
20140126	New Visitor	147	147	103104.0	701.3877551020408
20140127	New Visitor	89	89	56655.0	636.5730337078652
20140128	New Visitor	41	41	21294.0	519.3658536585366
20140129	New Visitor	40	40	28468.0	711.7
20140130	New Visitor	22	22	6707.0	304.8636363636364
20140131	New Visitor	19	19	11180.0	588.421052631579
20140201	New Visitor	23	23	16839.0	732.1304347826087
