Datsetid	Players_total	No.ofalignments	Players_active	Usable_alignments	Empty_alignments	Maxscoreperread	Readnumber
5878	21	21	16	16	5	81.0	20
5879	20	20	18	18	2	81.0	20
5880	7	7	7	7	0	81.0	20
5881	10	10	10	10	0	81.0	20
5882	12	12	12	12	0	81.0	20
5883	19	19	17	17	2	81.0	20
5884	13	13	13	13	0	81.0	20
5885	14	14	13	13	1	81.0	20
5886	13	13	12	12	1	81.0	20
5887	12	12	10	10	2	76.95	20
5888	30	30	24	24	6	81.0	20
5889	10	10	8	8	2	80.6	20
5890	19	19	15	15	4	78.5	20
5891	8	8	8	8	0	72.05	20
5892	13	13	9	9	4	66.5	20
5893	8	8	7	7	1	58.85	20
5894	16	16	15	15	1	59.0	20
5895	20	20	17	17	3	52.35	20
5896	13	13	13	13	0	41.65	20
5897	19	19	13	13	6	37.0	20
5898	8	8	7	7	1	35.75	20
5899	10	10	8	8	2	36.0	20
5900	10	10	9	9	1	36.5	20
5901	14	14	12	12	2	24.5	20
5902	22	22	16	16	6	31.5	20
5903	13	13	9	9	4	28.75	20
5904	14	14	11	11	3	20.0	20
5905	8	8	6	6	2	20.428571428571427	7
5906	12	12	10	10	2	41.0	20
5907	19	19	13	13	6	88.5	20
5908	10	10	9	9	1	87.8	20
5909	15	15	8	8	7	88.6	20
5910	13	13	11	11	2	88.6	20
5911	13	13	11	11	2	85.6	20
5912	19	19	17	17	2	45.0	11
5913	8	8	7	7	1	52.4	20
5914	18	18	15	15	3	97.0	20
5915	12	12	8	8	4	97.0	20
5916	8	8	8	8	0	62.357142857142854	14
5917	11	11	9	9	2	58.0	20
5918	11	11	9	9	2	54.0	20
5919	9	9	8	8	1	57.9	20
5920	16	16	11	11	5	57.8	20
5921	15	15	12	12	3	57.55	20
5922	9	9	9	9	0	67.25	20
5923	12	12	8	8	4	59.333333333333336	12
5924	17	17	12	12	5	35.0	20
5925	9	9	7	7	2	48.6	20
5926	21	21	17	17	4	65.1	20
5927	13	13	8	8	5	91.2	20
5928	13	13	9	9	4	96.6	20
5929	13	13	10	10	3	95.8	20
5930	16	16	13	13	3	97.0	20
5931	19	19	17	17	2	96.6	20
5932	12	12	12	12	0	90.55	20
5933	9	9	8	8	1	97.0	20
5934	18	18	18	18	0	95.8	20
5935	20	21	18	19	2	93.05	20
5936	14	14	12	12	2	87.0	20
5937	18	18	14	14	4	73.35	20
5938	17	17	9	9	8	58.85	20
5939	17	17	14	14	3	41.5	20
5940	10	10	8	8	2	41.0	12
5941	14	14	11	11	3	52.3	20
5942	14	14	10	10	4	61.85	20
5943	18	18	14	14	4	82.65	20
5944	22	22	17	17	5	89.0	20
5945	14	14	13	13	1	89.0	20
5946	18	18	16	16	2	76.85714285714286	14
5947	13	13	11	11	2	61.45	20
5948	12	12	11	11	1	96.6	20
5949	13	13	12	12	1	97.0	20
5950	18	18	16	16	2	97.0	20
5951	9	9	7	7	2	57.85	20
5952	20	20	16	16	4	54.9	20
5953	16	16	12	12	4	81.0	20
5954	15	15	14	14	1	79.4	20
5955	15	15	15	15	0	81.15	20
5956	23	23	15	15	8	80.6	20
5957	15	15	12	12	3	77.25	20
5958	20	20	15	15	5	45.3	20
5959	14	14	12	12	2	49.0	6
5960	13	13	11	11	2	35.8	20
5961	11	11	9	9	2	75.35	20
5962	13	13	11	11	2	95.4	20
5963	11	11	11	11	0	97.0	20
5964	19	19	14	14	5	96.65	20
5965	17	17	12	12	5	96.65	20
5966	15	15	14	14	1	97.0	20
5967	16	16	13	13	3	96.55555555555556	18
5968	13	14	11	12	2	24.8	20
5969	11	11	10	10	1	73.6	5
5970	19	19	13	13	6	48.75	20
5971	12	12	12	12	0	95.8	20
5972	14	14	13	13	1	83.42857142857143	7
5973	11	11	8	8	3	43.2	20
5974	16	17	13	13	4	44.0	20
5975	19	20	10	11	9	43.6	20
5976	16	16	11	11	5	44.45	20
5977	12	12	8	8	4	44.45	20
5978	15	15	9	9	6	44.9	20
5979	13	13	12	12	1	55.5	20
5980	17	17	14	14	3	79.2	20
5981	10	10	8	8	2	77.4	20
5982	12	12	8	8	4	81.0	20
5983	10	10	7	7	3	80.6	20
5984	16	16	16	16	0	80.6	20
5985	16	16	13	13	3	80.9	20
5986	17	17	12	12	5	78.9	20
5987	13	13	10	10	3	80.65	20
5988	13	13	10	10	3	76.65	20
5989	23	23	17	17	6	79.2	20
5990	14	14	12	12	2	79.8	20
5991	13	13	11	11	2	78.3	20
5992	20	20	11	11	9	78.8	20
5993	7	7	7	7	0	80.6	20
5994	9	9	8	8	1	79.4	20
5995	10	10	7	7	3	78.8	20
5996	9	9	7	7	2	80.2	20
5997	16	16	12	12	4	77.95	20
5998	15	15	9	9	6	79.8	20
5999	19	19	14	14	5	80.6	20
6000	12	12	9	9	3	74.35	20
6001	10	10	8	8	2	79.3	20
6002	12	12	11	11	1	80.6	20
6003	14	14	13	13	1	72.5	20
6004	18	18	13	13	5	80.6	20
6005	14	14	10	10	4	80.2	20
6006	27	29	20	22	7	79.8	20
6007	19	19	16	16	3	80.2	20
6008	14	14	9	9	5	81.0	20
6009	12	12	9	9	3	80.6	20
6010	10	10	10	10	0	81.0	20
6011	16	16	11	11	5	81.0	20
6012	14	14	10	10	4	80.1	20
6013	14	14	13	13	1	75.6	20
6014	19	19	17	17	2	72.85	20
6015	19	19	18	18	1	66.5	20
6016	17	19	11	11	8	52.65	20
6017	12	12	10	10	2	40.6	20
6018	12	12	11	11	1	42.0	20
6019	9	9	7	7	2	40.3	20
6020	21	21	16	16	5	37.75	20
6021	11	11	8	8	3	34.25	20
6022	18	18	14	14	4	39.45	20
6023	10	10	8	8	2	47.9	20
6024	13	13	8	8	5	48.2	20
6025	14	14	10	10	4	38.55	20
6026	17	17	13	13	4	38.3	20
6027	13	13	10	10	3	49.333333333333336	6
6028	8	8	6	6	2	41.25	20
6029	12	12	8	8	4	49.5	20
6030	14	14	12	12	2	63.95	20
6031	10	10	8	8	2	79.1	20
6032	16	16	13	13	3	76.55	20
6033	18	18	14	14	4	79.4	20
6034	49	49	6	6	43	68.45	20
6035	11	12	8	9	3	54.0	4
6036	13	13	10	10	3	64.75	20
6037	12	12	10	10	2	97.0	20
6038	11	11	8	8	3	95.4	20
6039	17	17	12	12	5	84.0	20
6040	10	10	7	7	3	49.4	20
6041	13	13	8	8	5	46.375	8
6042	8	8	6	6	2	20.75	20
6043	14	14	14	14	0	68.61538461538461	13
6044	15	15	11	11	4	48.6	20
6045	11	11	9	9	2	95.35	20
6046	21	21	16	16	5	96.6	20
6047	10	10	9	9	1	97.0	20
6048	23	24	18	18	6	92.85	20
6049	11	11	11	11	0	57.857142857142854	14
6050	15	15	13	13	2	4.3	20
6051	11	11	9	9	2	64.4	20
6052	10	12	5	5	7	51.4	20
6053	16	16	13	13	3	36.0	20
6054	7	7	4	4	3	18.5	20
6055	15	15	13	13	2	94.5	20
6056	5	5	3	3	2	38.3125	16
6057	17	17	13	13	4	45.0	20
6058	16	16	14	14	2	51.0	20
6059	13	13	12	12	1	52.75	20
6060	20	20	16	16	4	63.5	20
6061	13	13	11	11	2	78.85	20
6062	10	10	7	7	3	87.6	20
6063	12	12	7	7	5	83.8	20
6064	11	11	9	9	2	87.7	20
6065	15	15	10	10	5	74.25	20
6066	15	15	15	15	0	83.2	20
6067	16	16	13	13	3	88.0	20
6068	16	16	16	16	0	62.0	20
6069	15	15	14	14	1	48.0	1
6070	18	18	12	12	6	53.6	20
6071	15	15	12	12	3	55.0	20
6072	7	7	7	7	0	53.6	20
6073	11	11	10	10	1	57.7	20
6074	13	13	13	13	0	88.95	20
6075	9	9	8	8	1	90.75	20
6076	11	11	9	9	2	86.05	20
6077	15	15	10	10	5	90.7	20
6078	11	11	9	9	2	71.8	20
6079	9	9	8	8	1	90.9	20
6080	20	20	16	16	4	91.0	20
6081	13	13	11	11	2	56.35294117647059	17
6082	20	20	16	16	4	68.15	20
6083	8	9	8	9	0	93.0	20
6084	17	17	16	16	1	92.75	20
6085	11	11	10	10	1	93.0	20
6086	11	11	10	10	1	80.1	20
6087	13	14	11	12	2	51.6	20
6088	12	12	7	7	5	50.0	12
6089	14	14	10	10	4	84.65	20
6090	13	13	11	11	2	86.55	20
6091	9	9	8	8	1	88.6	20
6092	13	13	11	11	2	88.6	20
6093	20	20	18	18	2	89.0	20
6094	14	14	14	14	0	88.6	20
6095	11	11	10	10	1	89.0	20
6096	13	14	10	11	3	87.1	20
6097	13	14	12	13	1	51.45	20
6098	12	12	10	10	2	49.45	20
6099	9	9	6	6	3	45.45	20
6100	13	13	12	12	1	46.6	20
6101	15	15	11	11	4	49.15	20
6102	15	15	9	9	6	44.55555555555556	9
6103	10	10	8	8	2	51.0	20
6104	18	18	13	13	5	78.05	20
6105	7	7	6	6	1	92.95	20
6106	11	11	9	9	2	91.7	20
6107	17	19	15	17	2	97.0	20
6108	14	14	14	14	0	96.25	20
6109	17	17	15	15	2	96.2	20
6110	16	16	13	13	3	95.4	20
6111	13	13	11	11	2	58.45	20
6112	11	11	7	7	4	45.5	16
6113	18	18	17	17	1	50.75	20
6114	7	7	6	6	1	39.529411764705884	17
6115	14	15	14	15	0	99.7	20
6116	13	13	12	12	1	98.95	20
6117	12	20	11	19	1	102.1	20
6118	13	13	10	10	3	101.95	20
6119	10	10	10	10	0	77.78571428571429	14
6120	11	11	8	8	3	32.7	20
6121	20	20	15	15	5	81.05	20
6122	10	10	9	9	1	97.6	20
6123	11	12	9	10	2	99.6	20
6124	19	19	15	15	4	98.95	20
6125	8	8	7	7	1	100.25	20
6126	10	10	7	7	3	93.5	20
6127	15	15	12	12	3	67.75	20
6128	17	17	13	13	4	50.0	20
6129	16	16	10	10	6	48.05	20
6130	17	17	13	13	4	45.0	20
6131	14	16	9	9	7	43.8	20
6132	17	19	13	15	4	46.75	20
6133	19	19	16	16	3	46.8	20
6134	13	13	10	10	3	47.0	2
6135	12	12	10	10	2	54.55	20
6136	18	18	15	15	3	95.0	20
6137	22	22	18	18	4	94.2	20
6138	17	17	15	15	2	63.05	20
6139	13	13	11	11	2	51.0	2
6140	16	16	9	9	7	45.65	20
6141	13	13	10	10	3	86.85	20
6142	11	11	9	9	2	81.7	20
6143	10	10	8	8	2	67.8	20
6144	13	13	12	12	1	50.0	20
6145	21	21	15	15	6	49.25	20
6146	14	14	11	11	3	41.0	20
6147	10	10	7	7	3	55.45	20
6148	12	12	9	9	3	74.0	20
6149	14	14	14	14	0	73.6	20
6150	14	14	13	13	1	58.9	20
6151	13	14	10	11	3	29.55	20
6152	15	15	11	11	4	33.333333333333336	3
6153	17	17	13	13	4	48.25	20
6154	21	21	15	15	6	89.0	20
6155	24	35	22	33	2	89.0	20
6156	12	12	8	8	4	88.2	20
6157	12	12	12	12	0	89.0	20
6158	15	15	12	12	3	66.15	20
6159	14	14	11	11	3	29.25	20
6160	7	7	5	5	2	28.0	20
6161	17	17	14	14	3	29.0	7
6162	8	8	7	7	1	11.8125	16
6163	11	11	10	10	1	17.55	20
6164	10	10	9	9	1	65.77777777777777	9
6165	10	10	7	7	3	84.85	20
6166	17	17	14	14	3	97.0	20
6167	17	31	14	28	3	97.55	20
6168	9	9	7	7	2	96.4	20
6169	12	12	12	12	0	92.25	20
6170	11	11	11	11	0	96.55	20
6171	12	12	12	12	0	97.9	20
6172	14	14	12	12	2	92.95	20
6173	19	19	17	17	2	90.95	20
6174	9	9	4	4	5	43.4	20
6175	15	15	13	13	2	27.0	8
6176	18	18	16	16	2	40.5	20
6177	14	14	13	13	1	84.3	20
6178	21	21	18	18	3	80.15	20
6179	11	11	8	8	3	43.375	16
6180	10	10	7	7	3	60.35	20
6181	9	9	9	9	0	94.4	20
6182	12	12	8	8	4	87.3	20
6183	8	8	8	8	0	53.6875	16
6184	14	14	11	11	3	11.6	20
6185	12	12	10	10	2	96.2	20
6186	14	14	8	8	6	96.6	20
6187	17	17	13	13	4	86.7	20
6188	17	17	15	15	2	38.0	3
6189	9	9	7	7	2	88.35	20
6190	17	17	13	13	4	89.0	20
6191	13	13	11	11	2	67.2	20
6192	17	17	11	11	6	33.0	8
6193	15	15	12	12	3	72.3	20
6194	16	16	15	15	1	96.25	20
6195	11	11	8	8	3	68.26666666666667	15
6196	14	14	10	10	4	55.25	20
6197	15	15	12	12	3	84.55	20
6198	22	22	15	15	7	75.65	20
6199	14	14	11	11	3	39.45	20
6200	19	19	11	11	8	39.5	2
6201	14	14	10	10	4	57.05	20
6202	12	12	8	8	4	89.0	20
6203	11	11	8	8	3	35.6	20
6204	12	12	11	11	1	57.05	20
6205	17	17	12	12	5	35.0	2
6206	16	16	10	10	6	42.55	20
6207	10	10	8	8	2	79.05	20
6208	10	10	9	9	1	80.6	20
6209	14	14	10	10	4	80.6	20
6210	14	14	12	12	2	80.2	20
6211	11	11	5	5	6	73.0	20
6212	21	21	16	16	5	59.15	20
6213	15	15	9	9	6	42.45	20
6214	18	18	14	14	4	42.0	14
6215	11	11	8	8	3	47.2	20
6216	15	15	13	13	2	91.55	20
6217	7	7	6	6	1	92.0	20
6218	14	14	11	11	3	92.0	20
6219	9	9	9	9	0	92.0	20
6220	8	8	8	8	0	92.0	20
6221	22	22	10	10	12	73.15	20
6222	13	13	9	9	4	54.2	20
6223	19	19	15	15	4	56.0	3
6224	16	16	8	8	8	44.25	20
6225	6	6	5	5	1	38.3	20
6226	13	13	9	9	4	38.0	20
6227	14	14	11	11	3	37.6	20
6228	12	12	7	7	5	47.85	20
6229	16	16	16	16	0	76.95	20
6230	16	16	13	13	3	78.55	20
6231	10	10	5	5	5	74.9	20
6232	13	14	9	10	4	72.85	20
6233	17	17	12	12	5	79.0	20
6234	18	19	16	17	2	76.7	20
6235	18	19	11	12	7	76.2	20
6236	17	17	14	14	3	77.5	20
6237	11	11	9	9	2	69.0	20
6238	28	48	24	44	4	79.0	20
6239	14	14	12	12	2	79.0	20
6240	15	15	11	11	4	77.0	20
6241	16	16	14	14	2	58.25	20
6242	20	20	16	16	4	44.0	20
6243	10	10	9	9	1	42.85	20
6244	8	8	5	5	3	43.0	4
6245	18	18	11	11	7	57.3	20
6246	23	23	20	20	3	62.35	20
6247	9	9	5	5	4	67.85	20
6248	13	13	10	10	3	96.35	20
6249	13	13	10	10	3	94.25	20
6250	19	19	17	17	2	98.66666666666667	6
6251	19	19	15	15	4	3.0	14
6252	12	12	8	8	4	48.0	20
6253	9	9	7	7	2	48.0	20
6254	10	10	7	7	3	54.6	20
6255	21	21	14	14	7	91.1	20
6256	16	16	13	13	3	97.0	20
6257	17	17	14	14	3	97.0	20
6258	14	14	13	13	1	97.0	20
6259	12	12	10	10	2	97.0	20
6260	15	15	12	12	3	97.0	20
6261	11	11	7	7	4	96.65	20
6262	16	16	12	12	4	97.0	20
6263	16	16	10	10	6	94.65	20
6264	18	18	15	15	3	95.8	20
6265	10	10	7	7	3	97.05	20
6266	12	12	10	10	2	97.0	20
6267	15	15	10	10	5	97.0	20
6268	12	12	12	12	0	97.0	20
6269	18	18	15	15	3	93.25	20
6270	8	8	8	8	0	44.2	20
6271	18	18	11	11	7	38.8	20
6272	13	13	8	8	5	36.578947368421055	19
6273	8	8	3	3	5	49.25	20
6274	21	21	15	15	6	53.0	20
6275	13	14	9	10	4	51.95	20
6276	14	14	9	9	5	40.7	20
6277	12	13	9	10	3	57.95	20
6278	9	9	8	8	1	82.95	20
6279	16	16	14	14	2	88.05	20
6280	13	13	12	12	1	89.0	20
6281	15	18	15	18	0	83.8	20
6282	11	11	10	10	1	89.0	20
6283	18	18	13	13	5	87.8	20
6284	7	7	5	5	2	88.6	20
6285	14	14	8	8	6	89.0	20
6286	8	8	6	6	2	88.05	20
6287	23	23	15	15	8	89.0	20
6288	11	11	9	9	2	88.2	20
6289	10	10	8	8	2	88.2	20
6290	20	20	18	18	2	89.0	20
6291	13	13	11	11	2	89.0	20
6292	17	17	12	12	5	88.2	20
6293	15	15	11	11	4	85.9	20
6294	20	20	15	15	5	86.8	20
6295	15	15	10	10	5	89.0	20
6296	11	11	11	11	0	89.0	20
6297	10	10	9	9	1	89.0	20
6298	9	9	9	9	0	86.3	20
6299	16	17	14	15	2	88.6	20
6300	13	13	11	11	2	88.2	20
6301	19	19	19	19	0	88.6	20
6302	14	14	12	12	2	89.0	20
6303	15	15	12	12	3	89.0	20
6304	16	16	13	13	3	89.0	20
6305	13	13	11	11	2	89.0	20
6306	12	13	9	10	3	81.17647058823529	17
6307	16	16	11	11	5	47.0	20
6308	9	9	6	6	3	47.2	20
6309	19	19	13	13	6	68.8	20
6310	17	17	15	15	2	73.85	20
6311	14	17	10	13	4	75.45	20
6312	13	13	9	9	4	83.85	20
6313	14	14	13	13	1	84.0	20
6314	19	19	18	18	1	82.55	20
6315	9	9	7	7	2	83.9	20
6316	25	25	23	23	2	84.0	20
6317	16	16	14	14	2	41.0	20
6318	11	11	8	8	3	36.9	20
6319	18	18	17	17	1	41.6	5
6320	18	18	15	15	3	53.0	20
6321	10	10	6	6	4	78.3	20
6322	11	11	7	7	4	80.6	20
6323	11	11	7	7	4	80.25	20
6324	18	18	16	16	2	81.0	20
6325	18	18	14	14	4	81.0	20
6326	8	8	7	7	1	80.25	20
6327	18	18	13	13	5	61.6	20
6328	13	14	12	13	1	44.0	3
6329	16	16	13	13	3	44.95	20
6330	17	17	10	10	7	79.15	20
6331	20	20	16	16	4	97.0	20
6332	12	12	11	11	1	97.0	20
6333	9	9	5	5	4	97.0	20
6334	10	10	9	9	1	78.85	20
6335	13	13	10	10	3	48.55	20
6336	14	14	7	7	7	42.75	4
6337	17	17	17	17	0	43.65	20
6338	15	15	12	12	3	92.35	20
6339	15	15	12	12	3	48.5	20
6340	16	16	14	14	2	64.1	20
6341	17	17	14	14	3	38.714285714285715	7
6342	13	13	11	11	2	26.85	20
6343	8	8	7	7	1	87.45	20
6344	15	15	9	9	6	29.4	5
6345	21	21	16	16	5	22.55	20
6346	11	11	9	9	2	43.4	5
6347	11	12	5	6	6	37.65	20
6348	15	15	11	11	4	73.6	20
6349	13	13	12	12	1	87.8	20
6350	18	18	13	13	5	89.0	20
6351	15	17	8	8	9	89.0	20
6352	12	13	9	9	4	89.0	20
6353	25	29	22	26	3	75.1	20
6354	14	14	10	10	4	40.357142857142854	14
6355	14	14	10	10	4	12.55	20
6356	13	13	13	13	0	14.55	20
6357	17	21	15	19	2	33.95	20
6358	23	23	23	23	0	43.65	20
6359	11	11	11	11	0	29.1	20
6360	12	12	11	11	1	33.95	20
6361	13	13	13	13	0	38.8	20
6362	14	14	11	11	3	43.65	20
6363	16	16	15	15	1	43.65	20
6364	14	14	11	11	3	38.8	20
6365	8	8	8	8	0	53.35	20
6366	16	16	16	16	0	33.95	20
6367	15	15	15	15	0	53.35	20
6368	11	11	10	10	1	28.15	20
6369	17	17	14	14	3	33.2	20
6370	12	12	8	8	4	42.85	20
6371	22	23	17	18	5	63.05	20
6372	12	12	12	12	0	61.85	20
6373	11	11	10	10	1	74.3	20
6374	22	22	15	15	7	64.1	20
6375	18	18	13	13	5	55.55	20
6376	23	23	20	20	3	51.6	20
6377	10	10	6	6	4	42.4	20
6378	8	8	5	5	3	44.0	20
6379	22	22	15	15	7	41.25	20
6380	11	11	8	8	3	39.85	20
6381	9	11	4	4	7	33.07692307692308	13
6382	13	13	10	10	3	33.75	20
6383	10	10	8	8	2	58.6	20
6384	12	12	9	9	3	35.0	1
6385	18	18	12	12	6	41.45	20
6386	16	17	16	17	0	48.5	20
6387	20	20	16	16	4	83.0	20
6388	6	6	5	5	1	66.76923076923077	13
6389	14	14	9	9	5	52.6	20
6390	18	18	12	12	6	52.7	20
6391	8	8	8	8	0	53.0	20
6392	8	8	7	7	1	69.0	20
6393	10	10	9	9	1	80.8	20
6394	16	16	12	12	4	88.6	20
6395	15	15	9	9	6	87.35	20
6396	20	20	20	20	0	89.0	20
6397	18	18	10	10	8	89.0	20
6398	17	17	14	14	3	87.2	20
6399	11	11	7	7	4	85.4	20
6400	13	13	11	11	2	88.6	20
6401	14	14	12	12	2	89.05	20
6402	12	12	10	10	2	88.25	20
6403	16	16	12	12	4	87.95	20
6404	16	17	12	13	4	88.6	20
6405	21	21	16	16	5	84.55	20
6406	16	16	13	13	3	88.35	20
6407	18	18	12	12	6	87.8	20
6408	11	11	8	8	3	87.8	20
6409	13	13	12	12	1	89.0	20
6410	12	12	9	9	3	87.8	20
6411	18	18	17	17	1	88.6	20
6412	19	19	17	17	2	89.0	20
6413	10	10	10	10	0	89.0	20
6414	11	12	9	10	2	87.0	20
6415	302	302	1	1	301	84.2	20
6416	10	10	7	7	3	79.6	20
6417	16	16	12	12	4	78.6	20
6418	14	15	10	10	5	76.3	20
6419	15	15	12	12	3	67.75	20
6420	18	18	9	9	9	68.25	20
6421	14	15	11	12	3	49.35	20
6422	11	11	9	9	2	64.65	20
6423	10	10	7	7	3	60.8	20
6424	12	12	8	8	4	70.75	20
6425	18	18	11	11	7	40.9	20
6426	13	13	12	12	1	49.4	20
6427	12	12	11	11	1	33.75	20
6428	13	13	12	12	1	49.4	20
6429	12	12	10	10	2	41.7	20
6430	21	21	16	16	5	22.8	20
6431	14	14	12	12	2	35.4	20
6432	15	15	12	12	3	32.714285714285715	7
6433	15	15	12	12	3	59.55	20
6434	17	18	12	13	5	95.0	20
6435	24	31	19	26	5	38.0	20
6436	12	12	9	9	3	36.0	2
6437	21	21	16	16	5	72.25	20
6438	12	12	9	9	3	93.9	20
6439	21	21	16	16	5	96.2	20
6440	18	18	14	14	4	69.3	20
6441	19	19	11	11	8	61.0	20
6442	16	16	13	13	3	97.0	20
6443	8	8	7	7	1	97.0	20
6444	14	14	12	12	2	74.55	20
6445	14	14	13	13	1	46.0	3
6446	11	11	8	8	3	54.75	20
6447	15	15	10	10	5	72.75	20
6448	13	13	10	10	3	82.0	7
6449	19	19	14	14	5	32.1	20
6450	11	11	11	11	0	59.2	20
6451	23	23	19	19	4	96.2	20
6452	18	18	16	16	2	83.8	20
6453	9	9	7	7	2	37.06666666666667	15
6454	10	10	9	9	1	51.6	20
6455	8	8	7	7	1	52.0	20
6456	19	19	14	14	5	52.0	20
6457	16	16	14	14	2	46.95	20
6458	19	19	15	15	4	46.35	20
6459	14	14	10	10	4	37.35	20
6460	15	15	9	9	6	33.95	20
6461	10	10	9	9	1	38.25	20
6462	16	16	14	14	2	44.65	20
6463	10	10	5	5	5	48.5	20
6464	11	11	9	9	2	53.75	20
6465	15	15	13	13	2	55.75	20
6466	14	14	11	11	3	66.35	20
6467	21	22	13	13	9	78.6	20
6468	9	10	8	9	1	85.6	20
6469	7	7	6	6	1	89.2	20
6470	22	22	16	16	6	89.75	20
6471	15	15	12	12	3	86.8	20
6472	26	26	16	16	10	89.6	20
6473	10	10	8	8	2	89.6	20
6474	13	13	13	13	0	90.0	20
6475	9	9	7	7	2	88.4	20
6476	14	14	10	10	4	87.7	20
6477	10	10	8	8	2	90.0	20
6478	13	13	11	11	2	88.0	20
6479	21	22	16	17	5	88.7	20
6480	14	14	11	11	3	87.4	20
6481	13	13	9	9	4	90.0	20
6482	25	25	19	19	6	88.4	20
6483	13	13	10	10	3	87.7	20
6484	12	12	10	10	2	89.2	20
6485	11	11	11	11	0	90.0	20
6486	13	13	11	11	2	87.1	20
6487	14	14	10	10	4	90.0	20
6488	16	16	11	11	5	90.0	20
6489	13	13	10	10	3	89.6	20
6490	12	12	9	9	3	88.8	20
6491	16	16	13	13	3	90.0	20
6492	15	15	10	10	5	89.6	20
6493	12	12	9	9	3	85.1	20
6494	14	14	12	12	2	90.0	20
6495	9	9	7	7	2	86.55	20
6496	13	13	9	9	4	90.0	20
6497	16	16	14	14	2	90.0	20
6498	14	14	14	14	0	82.7	20
6499	17	17	15	15	2	90.0	20
6500	11	11	8	8	3	89.6	20
6501	14	14	11	11	3	87.5	20
6502	13	13	10	10	3	89.6	20
6503	9	9	6	6	3	89.6	20
6504	11	11	10	10	1	86.35	20
6505	17	17	14	14	3	88.5	20
6506	11	11	11	11	0	84.3	20
6507	17	17	13	13	4	90.0	20
6508	10	10	6	6	4	89.2	20
6509	13	13	12	12	1	90.0	20
6510	15	15	12	12	3	90.0	20
6511	21	21	17	17	4	90.0	20
6512	17	17	13	13	4	89.6	20
6513	13	13	10	10	3	89.6	20
6514	27	27	24	24	3	89.55	20
6515	13	13	11	11	2	89.6	20
6516	14	14	12	12	2	89.6	20
6517	19	19	15	15	4	90.0	20
6518	16	16	13	13	3	90.0	20
6519	12	12	11	11	1	90.0	20
6520	16	16	15	15	1	89.2	20
6521	21	22	19	20	2	89.45	20
6522	9	9	6	6	3	89.2	20
6523	18	18	17	17	1	88.75	20
6524	10	10	7	7	3	90.0	20
6525	9	9	9	9	0	89.6	20
6526	12	12	11	11	1	81.95	20
6527	16	16	14	14	2	80.65	20
6528	9	9	6	6	3	76.45	20
6529	16	16	13	13	3	67.75	20
6530	19	19	15	15	4	64.2	20
6531	13	13	10	10	3	62.8	20
6532	23	23	14	14	9	64.5	20
6533	18	18	12	12	6	54.7	20
6534	18	18	13	13	5	50.0	20
6535	9	9	8	8	1	41.25	20
6536	13	15	7	7	8	30.5	20
6537	14	14	12	12	2	50.0	20
6538	15	15	11	11	4	35.0	20
6539	17	17	11	11	6	49.85	20
6540	22	22	18	18	4	48.3	20
6541	10	10	7	7	3	47.45	20
6542	17	17	14	14	3	49.2	20
6543	14	14	10	10	4	44.55	20
6544	10	10	6	6	4	34.65	20
6545	18	18	11	11	7	48.35	20
6546	15	15	10	10	5	49.6	20
6547	13	13	10	10	3	50.0	20
6548	16	16	10	10	6	50.0	20
6549	16	16	13	13	3	46.85	20
6550	14	14	10	10	4	49.75	20
6551	17	17	13	13	4	50.0	3
6552	14	14	6	6	8	64.4	20
6553	12	12	11	11	1	90.5	20
6554	17	17	16	16	1	85.45	20
6555	15	16	13	14	2	91.4	20
6556	10	10	9	9	1	90.5	20
6557	15	15	15	15	0	77.0	5
6558	13	14	12	13	1	4.85	20
6559	18	19	16	16	3	75.55	20
6560	10	10	8	8	2	77.9	20
6561	12	12	11	11	1	73.8	20
6562	17	19	16	18	1	55.1	20
6563	15	15	12	12	3	42.7	20
6564	12	12	8	8	4	43.0	1
6565	8	8	8	8	0	33.95	20
6566	13	13	12	12	1	38.8	20
6567	14	14	14	14	0	33.95	20
6568	21	21	14	14	7	67.9	20
6569	17	17	15	15	2	63.05	20
6570	14	14	13	13	1	33.95	20
6571	9	9	8	8	1	55.45	20
6572	13	13	9	9	4	62.65	20
6573	14	14	12	12	2	76.35	20
6574	12	12	9	9	3	87.3	20
6575	13	13	10	10	3	79.88235294117646	17
6576	16	16	10	10	6	7.85	20
6577	14	14	12	12	2	48.5	20
6578	8	8	8	8	0	57.8	20
6579	12	12	11	11	1	63.05	20
6580	23	23	19	19	4	43.65	20
6581	9	9	8	8	1	82.05	20
6582	18	18	14	14	4	96.1	20
6583	14	14	13	13	1	69.1	20
6584	16	16	12	12	4	27.5	20
6585	11	11	6	6	5	31.0	2
6586	12	12	10	10	2	29.25	20
6587	10	11	6	7	4	82.85	20
6588	17	17	15	15	2	46.7	20
6589	18	18	12	12	6	37.0	1
6590	8	8	6	6	2	3.1	20
6591	14	14	11	11	3	90.0	20
6592	18	18	17	17	1	101.25	20
6593	16	16	14	14	2	96.25	20
6594	10	10	8	8	2	89.95	20
6595	20	20	17	17	3	96.35	20
6596	9	9	6	6	3	38.1	20
6597	16	16	13	13	3	44.1	20
6598	10	10	6	6	4	46.6	20
6599	20	20	13	13	7	42.875	16
6600	14	14	8	8	6	61.65	20
6601	16	16	13	13	3	83.05	20
6602	19	20	15	15	5	87.55	20
6603	11	11	8	8	3	88.0	20
6604	19	19	12	12	7	87.7	20
6605	12	12	8	8	4	86.9	20
